date,code,rank,market_mode,open_gap,stock_price,yesterday_money,yesterday_volume,circulating_market_cap,turnover_ratio,position_60d,return_5d,return_10d,return_20d,distance_ma5,distance_ma10,distance_ma20,volatility_20d,idx_drawdown_20d,idx_ma_relation,first_board_perf,fb_pct,max_boards,bear_pool_count,bear_candidate_count,candidate_rank,slots_total,held_before,slots_available,is_bought,day_open,high_limit,low_limit,close,high,low,pre_close,exit_date,exit_price,return,holding_days
2019-12-04,600747.XSHG,11,bear,-0.035714,0.28,4454739.0,16590612.0,0,0,0.044118,-0.034483,0.12,-0.096774,-0.014085,-0.007092,0.038961,0.05011,-0.031612,ma20<=ma60,0.01618,0.6,3,30,18,11,2,2,0,True,0.27,0.31,0.25,0.27,0.28,0.26,0.28,2019-12-05,0.26,-0.07142857142857148,1
2020-03-30,002612.XSHE,4,bear,-0.034642,8.66,183466912.0,20883144.0,0,0,0.491228,0.094817,0.08794,0.044632,0.092331,0.099403,0.051992,0.034572,-0.120684,ma20>ma60,-0.005129,0.083333,3,27,9,4,2,1,1,True,8.36,9.53,7.79,8.82,9.17,8.36,8.66,2020-03-31,8.43,0.007168458781362067,1
2020-04-01,002605.XSHE,6,bear,-0.0301,29.9,717457792.0,24447912.0,0,0,0.423956,0.179487,0.131718,-0.14936,0.107571,0.129325,0.064967,0.044328,-0.14071,ma20<=ma60,0.022399,0.616667,3,54,19,6,2,1,1,True,29.0,32.89,26.91,28.68,30.33,28.58,29.9,2020-04-02,29.41,0.014137931034482763,1
2020-04-02,600086.XSHG,3,bear,-0.03211,2.18,221693248.0,100030584.0,0,0,0.228571,-0.035398,0.153439,0.004608,0.022514,0.057226,0.057739,0.048657,-0.144483,ma20<=ma60,0.001617,0.183333,3,21,14,3,2,1,1,True,2.11,2.4,1.96,2.2,2.34,2.08,2.18,2020-04-03,2.26,0.07109004739336489,1
2020-04-02,600335.XSHG,5,bear,-0.030142,5.64,187560800.0,34119544.0,0,0,0.47651,0.076336,0.112426,-0.027586,0.084615,0.091331,0.058956,0.033687,-0.144483,ma20<=ma60,0.001617,0.183333,3,21,14,5,2,1,1,False,5.47,6.2,5.08,5.61,5.62,5.39,5.64,,0.0,0.0,0
2020-04-02,600766.XSHG,7,bear,-0.03576,7.83,178940480.0,23112126.0,0,0,0.421941,-0.070071,-0.046285,-0.052058,0.021926,-0.015961,-0.032796,0.03306,-0.144483,ma20<=ma60,0.001617,0.183333,3,21,14,7,2,1,1,False,7.55,8.61,7.05,7.79,8.0,7.5,7.83,,0.0,0.0,0
2020-04-13,002444.XSHE,2,bear,-0.030331,10.88,511044000.0,49001932.0,0,0,0.423559,0.14647,0.094567,-0.048951,0.090836,0.117502,0.076215,0.043619,-0.051793,ma20<=ma60,-0.033315,0.0,3,19,7,2,2,1,1,True,10.55,11.97,9.79,10.3,10.78,10.19,10.88,2020-04-14,10.18,-0.03598484848484856,1
2020-04-27,600241.XSHG,5,bear,-0.036585,3.28,37067284.0,11746129.0,0,0,0.0,-0.070822,-0.111111,-0.154639,-0.026706,-0.058013,-0.091035,0.019615,-0.025924,ma20<=ma60,-0.032528,0.033333,3,27,10,5,2,1,1,True,3.16,3.44,3.12,3.12,3.32,3.12,3.28,2020-04-28,3.02,-0.04731861198738168,1
2020-04-30,600856.XSHG,20,bear,-0.037736,1.06,16182719.0,15062800.0,0,0,0.0,-0.123967,-0.208955,-0.263889,-0.041591,-0.111484,-0.171551,0.023566,-0.047873,ma20<=ma60,0.003917,0.183333,3,47,30,20,2,1,1,True,1.02,1.11,1.01,1.07,1.11,1.02,1.06,2020-05-06,1.08,0.058823529411764754,1
2020-05-06,603313.XSHG,48,bear,-0.034422,22.66,190682768.0,8367960.0,0,0,0.397573,0.14967,0.230853,0.325922,0.110567,0.122282,0.191346,0.038325,-0.025469,ma20<=ma60,0.00558,0.25,3,74,52,48,2,1,1,True,21.88,24.93,20.39,22.89,23.5,21.84,22.66,2020-05-07,22.35,0.021480804387568667,1
2020-05-26,002464.XSHE,8,bear,-0.032258,6.2,402779072.0,65188044.0,0,0,0.256345,-0.046154,-0.067669,-0.253012,0.015395,-0.028213,-0.080664,0.056248,-0.044576,ma20<=ma60,0.014607,0.55,3,43,23,8,2,1,1,True,6.0,6.82,5.58,6.22,6.43,5.9,6.2,2020-05-27,5.98,-0.0033333333333332624,1
2020-09-10,600145.XSHG,1,bear,-0.036082,1.94,46846912.0,25104510.0,0,0,0.472603,0.043011,0.168675,0.395683,-0.004107,0.02537,0.139835,0.03866,-0.071879,ma20>ma60,-0.01118,0.033333,3,18,4,1,2,1,1,True,1.87,2.04,1.84,1.84,1.94,1.84,1.94,2020-09-11,1.78,-0.05319148936170206,1
2020-09-11,002041.XSHE,1,bear,-0.034688,18.45,828293760.0,44691940.0,0,0,0.486911,-0.002703,-0.087086,-0.083458,0.040961,-0.025614,-0.09263,0.054458,-0.104767,ma20>ma60,-0.080549,0.0,3,14,4,1,2,1,1,True,17.81,20.3,16.61,18.8,19.46,17.7,18.45,2020-09-14,19.1,0.07243121841662004,1
2020-10-26,002638.XSHE,2,bear,-0.034247,1.46,42824436.0,28643624.0,0,0,0.269231,0.006897,0.0,-0.045752,0.018131,0.004127,-0.003073,0.016602,-0.058484,ma20<=ma60,0.034669,0.85,3,15,6,2,2,1,1,True,1.41,1.53,1.39,1.52,1.53,1.41,1.46,2020-10-27,1.51,0.0709219858156029,1
2020-11-24,600687.XSHG,3,bear,-0.038462,1.04,10753293.0,10845060.0,0,0,0.157895,0.029703,-0.018868,-0.045872,0.029703,0.019608,0.003377,0.026819,-0.00646,ma20<=ma60,0.034151,0.8,3,34,6,3,2,1,1,True,1.0,1.09,0.99,0.99,1.0,0.99,1.04,2020-11-25,0.97,-0.030000000000000027,1
2020-12-01,000673.XSHE,0,bear,-0.034722,1.44,21970880.0,15255800.0,0,0,0.148936,-0.027027,0.014085,0.035971,0.008403,-0.009629,0.00805,0.026001,-0.033512,ma20<=ma60,0.01983,0.616667,3,23,8,0,2,2,0,True,1.39,1.51,1.37,1.45,1.47,1.39,1.44,2020-12-02,1.44,0.03597122302158277,1
2020-12-01,600291.XSHG,6,bear,-0.033613,5.95,604439360.0,101957976.0,0,0,0.24424,0.068223,0.051237,0.032986,0.06899,0.066691,0.052538,0.025664,-0.033512,ma20<=ma60,0.01983,0.616667,3,23,8,6,2,2,0,True,5.75,6.55,5.36,6.16,6.48,5.64,5.95,2020-12-02,6.15,0.0695652173913044,1
2020-12-15,600146.XSHG,6,bear,-0.035211,1.42,35267596.0,25979508.0,0,0,0.094595,0.0,0.0,-0.013889,0.009957,-0.002108,-0.02439,0.028358,-0.033957,ma20<=ma60,0.022892,0.7,3,42,14,6,2,1,1,True,1.37,1.49,1.35,1.35,1.39,1.35,1.42,2020-12-16,1.31,-0.050724637681159306,1
2020-12-16,600825.XSHG,3,bear,-0.030361,5.27,51393864.0,10013288.0,0,0,0.225352,0.039448,-0.007533,-0.068905,0.065507,0.037402,-0.004815,0.026315,-0.031066,ma20<=ma60,0.008553,0.383333,3,26,9,3,2,1,1,True,5.11,5.8,4.74,5.18,5.27,5.03,5.27,2020-12-17,5.12,0.0,1
2020-12-21,000585.XSHE,0,bear,-0.031447,1.59,12969688.0,8439444.0,0,0,0.152174,-0.121547,-0.145161,-0.163158,-0.025735,-0.086207,-0.118625,0.026812,-0.034458,ma20<=ma60,0.015831,0.55,3,44,10,0,2,1,1,True,1.54,1.67,1.51,1.55,1.56,1.51,1.59,2020-12-22,1.62,0.05194805194805199,1
2020-12-30,002467.XSHE,7,bear,-0.031879,5.96,219009344.0,37560960.0,0,0,0.327273,0.017065,-0.022951,-0.101056,0.059367,0.031677,-0.021025,0.028847,-0.039926,ma20<=ma60,0.014385,0.466667,3,40,27,7,2,1,1,True,5.77,6.56,5.36,5.84,5.96,5.75,5.96,2020-12-31,5.87,0.017331022530329383,1
2021-01-15,002105.XSHE,8,bear,-0.03198,8.13,69996600.0,8884540.0,0,0,0.416249,0.202663,0.129026,0.030288,0.118294,0.124736,0.102798,0.033892,-0.04416,ma20<=ma60,0.013158,0.45,3,59,42,8,2,2,0,True,7.87,8.94,7.32,7.74,8.02,7.73,8.13,2021-01-18,7.68,-0.0253807106598985,1
2021-01-15,002147.XSHE,9,bear,-0.036145,0.83,25888708.0,30555516.0,0,0,0.060606,-0.126316,-0.201923,-0.31405,-0.011905,-0.105603,-0.195347,0.028528,-0.04416,ma20<=ma60,0.013158,0.45,3,59,42,9,2,2,0,True,0.8,0.87,0.79,0.87,0.87,0.79,0.83,2021-01-21,0.97,0.19753086419753074,4
2021-01-18,002825.XSHE,34,bear,-0.033543,14.31,101457656.0,6943157.0,0,0,0.214214,0.059215,7e-05,-0.080269,0.072714,0.050453,0.013503,0.031531,-0.040982,ma20<=ma60,0.016221,0.516667,3,64,39,34,2,1,1,False,13.83,15.74,12.88,15.15,15.62,13.63,14.31,,0.0,0.0,0
2021-01-20,000613.XSHE,3,bear,-0.036946,4.06,86062200.0,21132432.0,0,0,0.221296,0.103261,-0.079553,-0.115661,0.112329,0.072913,-0.010602,0.039982,-0.028407,ma20<=ma60,0.016826,0.516667,3,49,30,3,2,2,0,True,3.91,4.47,3.65,4.47,4.47,3.85,4.06,2021-01-26,3.72,-0.05102040816326524,4
2021-01-27,600800.XSHG,9,bear,-0.030992,4.84,146219536.0,30349608.0,0,0,0.420229,0.049892,0.115207,0.059035,0.063269,0.075078,0.071138,0.028561,-0.040155,ma20<=ma60,0.002559,0.066667,3,46,16,9,2,2,0,True,4.69,5.32,4.36,4.97,5.23,4.62,4.84,2021-01-28,4.8,0.021276595744680774,1
2021-01-27,002237.XSHE,13,bear,-0.031797,12.58,271601888.0,22088768.0,0,0,0.327567,0.038811,0.040529,-0.049145,0.042426,0.043637,0.01068,0.029464,-0.040155,ma20<=ma60,0.002559,0.066667,3,46,16,13,2,2,0,True,12.18,13.84,11.32,12.33,12.54,12.06,12.58,2021-01-28,12.63,0.036095159967186326,1
2021-01-28,002086.XSHE,3,bear,-0.035928,1.67,5858246.0,3558672.0,0,0,0.142839,0.0,0.030864,-0.077348,0.008454,0.015198,-0.020528,0.028645,-0.039617,ma20<=ma60,0.022924,0.716667,3,54,25,3,2,0,2,False,1.61,1.75,1.59,1.64,1.69,1.6,1.67,,0.0,0.0,0
2021-01-29,002830.XSHE,10,bear,-0.035897,9.75,31242920.0,3370133.0,0,0,0.299608,0.042781,0.166268,-0.060648,0.039224,0.045464,0.035648,0.044006,-0.059981,ma20<=ma60,0.003748,0.116667,3,30,22,10,2,1,1,True,9.4,10.73,8.78,9.2,9.65,8.94,9.75,2021-02-01,8.74,-0.07120085015940487,1
2021-02-03,002611.XSHE,19,bear,-0.030879,4.21,137995376.0,33311346.0,0,0,0.362345,0.068528,-0.018648,-0.090693,0.076176,0.042595,0.000952,0.030091,-0.048576,ma20<=ma60,0.017105,0.6,3,60,35,19,2,1,1,True,4.08,4.63,3.79,4.16,4.24,4.04,4.21,2021-02-04,4.35,0.06617647058823518,1
2021-02-05,603290.XSHG,17,bear,-0.035248,242.0,649976768.0,2790291.0,0,0,0.371351,0.065985,-0.04608,-0.100305,0.062419,0.02795,-0.038635,0.045578,-0.085597,ma20<=ma60,0.010774,0.4,3,38,18,17,2,1,1,True,233.47,266.2,217.8,226.63,238.88,226.0,242.0,2021-02-08,238.6,0.021972844476806423,1
2021-02-08,002516.XSHE,7,bear,-0.03537,3.11,77988888.0,26173880.0,0,0,0.225806,0.068729,0.0,-0.025078,0.059986,0.04855,0.019505,0.026959,-0.103751,ma20<=ma60,-0.025459,0.0,3,41,23,7,2,1,1,True,3.0,3.42,2.8,3.0,3.06,2.93,3.11,2021-02-09,3.0,0.0,1
2021-02-09,002663.XSHE,15,bear,-0.030303,1.65,90455368.0,54587736.0,0,0,0.227819,0.050955,-0.023669,-0.017857,0.06727,0.022939,-0.016979,0.038902,-0.097299,ma20<=ma60,-0.008691,0.033333,3,53,27,15,2,1,1,True,1.6,1.82,1.49,1.69,1.8,1.55,1.65,2021-02-10,1.61,0.0062500000000000056,1
2021-03-19,002568.XSHE,4,bear,-0.034609,103.73,533390016.0,5314660.0,0,0,0.353661,0.118986,0.094198,-0.222996,0.096303,0.123908,0.054939,0.046561,-0.038866,ma20<=ma60,0.016267,0.55,3,46,8,4,2,1,1,True,100.14,114.1,93.36,98.3,103.55,98.0,103.73,2021-03-22,96.78,-0.03355302576393049,1
2021-04-01,000007.XSHE,0,bear,-0.031008,3.87,251034096.0,62495068.0,0,0,0.258645,0.032,-0.176596,-0.076372,0.0309,-0.029589,-0.049957,0.062651,-0.025229,ma20<=ma60,0.000536,0.1,3,55,9,0,2,1,1,True,3.75,4.26,3.48,4.0,4.2,3.75,3.87,2021-04-02,4.05,0.07999999999999995,1
2021-04-15,600891.XSHG,8,bear,-0.030303,0.33,1652690.0,5104252.0,0,0,0.033704,0.1,-0.34,-0.722712,-0.006024,-0.0625,-0.446782,0.067785,-0.015989,ma20<=ma60,0.017818,0.6,3,53,10,8,2,1,1,True,0.32,0.36,0.3,0.33,0.33,0.32,0.33,2021-04-16,0.33,0.0,1
2021-10-18,000498.XSHE,0,bear,-0.030645,6.2,262777040.0,41224788.0,0,0,0.323699,0.043771,-0.09621,-0.142462,0.066758,0.050491,-0.049736,0.03526,-0.077998,ma20>ma60,-0.012724,0.033333,3,29,8,0,2,1,1,True,6.01,6.82,5.58,6.29,6.69,5.95,6.2,2021-10-19,6.52,0.08485856905158067,1
2021-11-04,000710.XSHE,10,bear,-0.030538,20.63,157348928.0,7816165.0,0,0,0.195021,0.070576,0.016256,-0.035981,0.064499,0.04758,0.002551,0.034377,-0.019539,ma20<=ma60,0.002095,0.2,3,43,16,10,2,1,1,True,20.0,22.69,18.57,20.28,20.4,19.8,20.63,2021-11-05,21.59,0.07949999999999999,1
2022-02-08,600191.XSHG,15,bear,-0.030471,3.61,33433760.0,9062800.0,0,0,0.377049,0.034384,-0.052493,0.005571,0.07249,0.029076,-0.012042,0.030178,-0.115425,ma20<=ma60,0.019891,0.683333,3,76,25,15,2,1,1,True,3.5,3.79,3.43,3.66,3.79,3.5,3.61,2022-02-09,3.68,0.051428571428571476,1
2022-02-09,600091.XSHG,8,bear,-0.036585,1.64,21770250.0,13729400.0,0,0,0.050562,-0.093923,-0.296137,-0.38806,0.012346,-0.094923,-0.255392,0.030679,-0.09738,ma20<=ma60,0.036693,0.966667,3,45,15,8,2,1,1,True,1.58,1.72,1.56,1.6,1.62,1.56,1.64,2022-02-10,1.59,0.006329113924050638,1
2022-02-11,600093.XSHG,4,bear,-0.034314,2.04,55219508.0,28316760.0,0,0,0.092593,-0.023923,-0.146444,-0.227273,0.038697,-0.025788,-0.12895,0.031008,-0.081002,ma20<=ma60,0.010024,0.316667,3,37,10,4,2,1,1,True,1.97,2.14,1.94,1.94,2.0,1.94,2.04,2022-02-14,1.86,-0.05583756345177659,1
2022-02-16,002086.XSHE,0,bear,-0.034364,2.91,130171136.0,46661100.0,0,0,0.396491,0.054348,-0.099071,-0.2725,0.001376,0.014644,-0.149744,0.047699,-0.087504,ma20<=ma60,0.012823,0.416667,3,38,13,0,2,1,1,True,2.81,3.06,2.76,2.77,2.85,2.76,2.91,2022-02-17,2.77,-0.01423487544483987,1
2022-03-03,600146.XSHG,4,bear,-0.033493,2.09,98390280.0,47381904.0,0,0,0.051813,-0.091304,-0.004762,-0.228782,-0.010417,-0.056433,-0.06278,0.042948,-0.004844,ma20<=ma60,0.02811,0.833333,3,41,11,4,2,1,1,True,2.02,2.19,1.99,2.05,2.16,2.01,2.09,2022-03-08,2.18,0.07920792079207928,3
2022-03-08,002599.XSHE,4,bear,-0.033333,6.0,279300992.0,48033908.0,0,0,0.249123,0.098901,0.050788,0.107011,0.066098,0.074114,0.064963,0.033044,-0.048946,ma20<=ma60,0.024549,0.75,3,31,8,4,2,1,1,True,5.8,6.6,5.4,5.7,6.0,5.68,6.0,2022-03-09,5.91,0.018965517241379366,1
2022-03-15,002301.XSHE,2,bear,-0.032967,7.28,245228432.0,35108832.0,0,0,0.297619,0.044476,0.047482,0.012517,0.082045,0.055072,0.031308,0.030053,-0.087217,ma20<=ma60,0.00078,0.183333,3,29,10,2,2,1,1,True,7.04,8.01,6.55,6.78,7.2,6.77,7.28,2022-03-16,6.64,-0.05681818181818187,1
2022-03-16,600093.XSHG,1,bear,-0.036585,1.64,55971760.0,35433656.0,0,0,0.053691,-0.078652,-0.132275,-0.073446,-0.003645,-0.066591,-0.101124,0.034061,-0.131123,ma20<=ma60,-0.020714,0.066667,3,14,3,1,2,1,1,True,1.58,1.72,1.56,1.58,1.62,1.56,1.64,2022-03-17,1.63,0.03164556962025305,1
2022-03-18,002422.XSHE,12,bear,-0.034639,17.61,524467232.0,30514744.0,0,0,0.424628,0.060843,-0.007328,-0.001701,0.065465,0.053986,0.026822,0.034126,-0.084808,ma20<=ma60,0.023403,0.7,3,73,57,12,2,2,0,True,17.0,19.37,15.85,17.2,17.41,16.82,17.61,2022-03-21,17.01,0.0005882352941177391,1
2022-03-18,600257.XSHG,32,bear,-0.039809,6.28,426018336.0,68647080.0,0,0,0.238245,0.038017,0.021138,0.059022,0.052985,0.039907,0.044925,0.036034,-0.084808,ma20<=ma60,0.023403,0.7,3,73,57,32,2,2,0,True,6.03,6.91,5.65,6.2,6.41,6.01,6.28,2022-03-21,6.49,0.07450331125827818,1
2022-04-06,600146.XSHG,7,bear,-0.039024,2.05,62738720.0,31788360.0,0,0,0.045918,0.009852,-0.014423,-0.046512,0.030151,0.018887,0.002935,0.028476,-0.044191,ma20<=ma60,0.01045,0.416667,3,60,23,7,2,2,0,True,1.97,2.15,1.95,1.95,2.07,1.95,2.05,2022-04-07,2.01,0.020304568527918686,1
2022-04-06,601919.XSHG,16,bear,-0.033431,17.05,5663343104.0,348757472.0,0,0,0.451613,0.081167,0.037105,-0.065241,0.059401,0.055335,0.048005,0.040259,-0.044191,ma20<=ma60,0.01045,0.416667,3,60,23,16,2,2,0,True,16.48,18.76,15.35,16.09,16.65,15.96,17.05,2022-04-07,15.78,-0.04247572815533987,1
2022-04-07,600661.XSHG,15,bear,-0.032505,10.46,293848704.0,29581540.0,0,0,0.470817,0.040796,-0.023343,-0.206373,0.051891,0.041936,-0.02598,0.038349,-0.032398,ma20<=ma60,0.031602,0.833333,3,61,23,15,2,0,2,False,10.12,11.51,9.41,9.66,10.21,9.61,10.46,,0.0,0.0,0
2022-04-13,000809.XSHE,0,bear,-0.037037,3.51,150608624.0,43046608.0,0,0,0.393939,0.023324,-0.005666,0.086687,0.016213,0.01946,0.020794,0.038291,-0.079308,ma20<=ma60,0.033081,0.866667,3,78,30,0,2,1,1,True,3.38,3.86,3.16,3.42,3.65,3.32,3.51,2022-04-14,3.39,0.002958579881656873,1
2022-04-15,603486.XSHG,18,bear,-0.033981,108.59,370349888.0,3479963.0,0,0,0.231505,0.040533,0.045341,0.047054,0.070696,0.036481,0.0124,0.038183,-0.087161,ma20<=ma60,0.014409,0.55,3,51,19,18,2,1,1,True,104.9,119.45,97.73,106.37,110.6,104.06,108.59,2022-04-18,105.98,0.01019921837765711,1
2022-04-19,600856.XSHG,12,bear,-0.031008,1.29,84417096.0,68126280.0,0,0,0.060606,-0.145695,-0.007692,-0.321053,-0.022727,-0.041605,-0.128673,0.045435,-0.091995,ma20<=ma60,0.043866,0.916667,3,68,31,12,2,1,1,True,1.25,1.35,1.23,1.23,1.29,1.23,1.29,2022-04-20,1.18,-0.05600000000000005,1
2022-04-20,002684.XSHE,4,bear,-0.036232,2.76,30834356.0,11375350.0,0,0,0.053279,-0.12381,-0.290488,-0.320197,-0.023355,-0.1168,-0.225589,0.031386,-0.089159,ma20<=ma60,0.012363,0.5,3,37,16,4,2,1,1,True,2.66,2.9,2.62,2.62,2.83,2.62,2.76,2022-04-25,2.76,0.033707865168539276,3
2022-04-21,600602.XSHG,7,bear,-0.037227,7.79,528745184.0,71475152.0,0,0,0.470588,0.112857,-0.045343,-0.187696,0.091036,0.064062,-0.018335,0.039245,-0.105168,ma20<=ma60,0.011748,0.483333,3,38,14,7,2,2,0,True,7.5,8.57,7.01,7.11,7.67,7.02,7.79,2022-04-22,7.07,-0.0573333333333333,1
2022-04-22,600318.XSHG,3,bear,-0.031039,7.41,726204672.0,101790592.0,0,0,0.095989,-0.035156,-0.218354,-0.442438,0.036944,-0.000674,-0.251213,0.064159,-0.141463,ma20<=ma60,-0.002727,0.216667,3,16,8,3,2,1,1,False,7.18,8.15,6.67,6.82,7.56,6.75,7.41,,0.0,0.0,0
2022-04-22,603755.XSHG,7,bear,-0.038711,38.49,243686032.0,6305073.0,0,0,0.363902,0.236031,0.24765,0.101288,0.081848,0.165728,0.164159,0.044849,-0.141463,ma20<=ma60,-0.002727,0.216667,3,16,8,7,2,1,1,False,37.0,42.34,34.64,40.0,42.33,36.36,38.49,,0.0,0.0,0
2022-04-25,603856.XSHG,20,bear,-0.031787,11.64,190014208.0,15138130.0,0,0,0.152518,-0.169165,-0.191667,-0.137139,0.00293,-0.113616,-0.134572,0.056296,-0.146215,ma20<=ma60,0.042843,0.9,3,56,26,20,2,1,1,True,11.27,12.8,10.48,12.8,12.8,11.22,11.64,2022-04-26,13.17,0.16755319148936176,1
2022-04-28,002060.XSHE,14,bear,-0.039548,7.08,1712640896.0,242009584.0,0,0,0.468809,0.064662,0.033577,-0.141818,0.096315,0.045173,-0.071293,0.062002,-0.192874,ma20<=ma60,0.028469,0.783333,3,118,107,14,2,2,0,True,6.8,7.79,6.37,7.45,7.68,6.65,7.08,2022-04-29,7.26,0.06764705882352941,1
2022-04-28,002596.XSHE,34,bear,-0.030471,3.61,688299712.0,202959680.0,0,0,0.155116,-0.081425,-0.34955,0.016901,0.045771,-0.112586,-0.203442,0.083934,-0.192874,ma20<=ma60,0.028469,0.783333,3,118,107,34,2,2,0,True,3.5,3.97,3.25,3.47,3.53,3.25,3.61,2022-04-29,3.58,0.022857142857142878,1
2022-04-28,002797.XSHE,39,bear,-0.03777,5.56,935640128.0,174574432.0,0,0,0.303571,0.007246,-0.027972,-0.054422,0.045506,0.016825,-0.015929,0.030423,-0.192874,ma20<=ma60,0.028469,0.783333,3,118,107,39,2,2,0,False,5.35,6.12,5.0,5.28,5.46,5.22,5.56,,0.0,0.0,0
2022-04-29,000600.XSHE,7,bear,-0.032099,4.05,124931352.0,30327228.0,0,0,0.417476,0.0125,-0.021739,-0.004914,0.055237,0.012247,-0.006501,0.03234,-0.199693,ma20<=ma60,0.024004,0.7,3,60,42,7,2,0,2,False,3.92,4.46,3.65,4.15,4.25,3.92,4.05,,0.0,0.0,0
2022-05-05,601099.XSHG,118,bear,-0.037037,2.7,614576960.0,232473776.0,0,0,0.301205,-0.035714,-0.078498,-0.081633,0.053042,-0.002217,-0.043062,0.032088,-0.153281,ma20<=ma60,0.029553,0.8,3,183,159,118,2,1,1,True,2.6,2.97,2.43,2.63,2.71,2.58,2.7,2022-05-06,2.54,-0.023076923076923096,1
2022-05-06,002096.XSHE,16,bear,-0.03777,11.12,88622296.0,8051426.0,0,0,0.280551,0.115346,-0.077178,-0.097403,0.094704,0.041491,-0.032623,0.043782,-0.138156,ma20<=ma60,0.029812,0.8,3,138,100,16,2,1,1,True,10.7,12.23,10.01,10.99,11.38,10.5,11.12,2022-05-09,11.16,0.042016806722689,1
2022-05-06,002206.XSHE,21,bear,-0.032755,5.19,133353528.0,26126932.0,0,0,0.246246,0.123377,-0.076512,-0.146382,0.111349,0.057457,-0.026632,0.040734,-0.138156,ma20<=ma60,0.029812,0.8,3,138,100,21,2,1,1,False,5.02,5.71,4.67,5.11,5.24,4.98,5.19,,0.0,0.0,0
2022-05-10,002688.XSHE,35,bear,-0.036957,4.6,139161232.0,31681392.0,0,0,0.337449,0.141439,-0.163636,-0.152855,0.08593,0.068525,-0.040067,0.057455,-0.118168,ma20<=ma60,0.020059,0.6,3,109,81,35,2,2,0,True,4.43,5.06,4.14,4.43,4.59,4.3,4.6,2022-05-11,4.36,-0.015801354401805735,1
