date,code,rank,market_mode,open_gap,stock_price,yesterday_money,yesterday_volume,circulating_market_cap,turnover_ratio,position_60d,return_5d,return_10d,return_20d,distance_ma5,distance_ma10,distance_ma20,volatility_20d,idx_drawdown_20d,idx_ma_relation,first_board_perf,fb_pct,max_boards,bear_pool_count,bear_candidate_count,candidate_rank,slots_total,held_before,slots_available,is_bought,day_open,high_limit,low_limit,close,high,low,pre_close,exit_date,exit_price,return,holding_days
2022-05-10,002952.XSHE,41,bear,-0.038311,12.79,173321120.0,14124948.0,0,0,0.403349,0.205467,0.064946,-0.044096,0.116446,0.122127,0.084404,0.048848,-0.118168,ma20<=ma60,0.020059,0.6,3,109,81,41,2,2,0,True,12.3,14.07,11.51,12.56,13.38,11.89,12.79,2022-05-11,12.03,-0.022745735174654842,1
2022-05-10,600721.XSHG,59,bear,-0.035294,7.65,72490688.0,10110802.0,0,0,0.302222,-0.035309,-0.084928,-0.160263,0.029333,-0.007653,-0.075975,0.037567,-0.118168,ma20<=ma60,0.020059,0.6,3,109,81,59,2,2,0,False,7.38,8.41,6.89,7.09,7.38,6.99,7.65,,0.0,0.0,0
2022-05-10,600822.XSHG,62,bear,-0.030151,7.96,136675392.0,16985622.0,0,0,0.367742,0.117978,-0.112598,-0.097506,0.079468,0.062183,-0.037252,0.053393,-0.118168,ma20<=ma60,0.020059,0.6,3,109,81,62,2,2,0,False,7.72,8.76,7.16,8.28,8.4,7.7,7.96,,0.0,0.0,0
2022-05-10,603900.XSHG,77,bear,-0.038123,6.82,27336246.0,4125800.0,0,0,0.267913,0.094703,-0.099075,-0.153846,0.08151,0.048102,-0.038082,0.040443,-0.118168,ma20<=ma60,0.020059,0.6,3,109,81,77,2,2,0,False,6.56,7.5,6.14,6.71,6.73,6.55,6.82,,0.0,0.0,0
2022-05-19,000715.XSHE,2,bear,-0.032457,6.47,277898976.0,44083096.0,0,0,0.403017,-0.040059,-0.063676,0.151246,0.018577,0.003412,-0.092439,0.078566,-0.034351,ma20<=ma60,0.01661,0.55,3,78,44,2,2,2,0,True,6.26,7.12,5.82,6.37,6.57,6.11,6.47,2022-05-20,6.11,-0.02396166134185295,1
2022-05-19,002269.XSHE,12,bear,-0.030769,1.95,297748416.0,151171808.0,0,0,0.369048,0.114286,0.147059,-0.029851,0.073789,0.091214,0.058345,0.047531,-0.034351,ma20<=ma60,0.01661,0.55,3,78,44,12,2,2,0,True,1.89,2.15,1.76,2.05,2.15,1.88,1.95,2022-05-20,1.97,0.04232804232804237,1
2022-05-19,603918.XSHG,33,bear,-0.031378,7.33,119967400.0,16611011.0,0,0,0.204396,0.092399,0.073206,0.009642,0.066027,0.081121,0.066647,0.036491,-0.034351,ma20<=ma60,0.01661,0.55,3,78,44,33,2,2,0,False,7.1,8.06,6.6,7.27,7.39,7.04,7.33,,0.0,0.0,0
2022-05-19,002518.XSHE,39,bear,-0.033816,18.63,715264512.0,36658424.0,0,0,0.436885,0.220839,0.302797,0.141544,0.116104,0.187532,0.210566,0.042617,-0.034351,ma20<=ma60,0.01661,0.55,3,78,44,39,2,2,0,False,18.0,20.49,16.77,20.49,20.49,17.71,18.63,,0.0,0.0,0
2022-05-19,002881.XSHE,40,bear,-0.030502,35.08,171427312.0,4676852.0,0,0,0.413004,0.125441,0.226573,0.18714,0.088697,0.125333,0.171266,0.039131,-0.034351,ma20<=ma60,0.01661,0.55,3,78,44,40,2,2,0,False,34.01,38.59,31.57,36.88,38.5,34.01,35.08,,0.0,0.0,0
2022-05-20,600683.XSHG,12,bear,-0.031434,5.09,349240672.0,67486816.0,0,0,0.417021,0.183721,0.167431,-0.039623,0.059534,0.116718,0.115861,0.049158,-0.026096,ma20<=ma60,0.014941,0.5,3,50,24,12,2,0,2,False,4.93,5.6,4.58,5.16,5.45,4.93,5.09,,0.0,0.0,0
2022-05-20,002922.XSHE,18,bear,-0.0351,14.53,473105280.0,32352072.0,0,0,0.437901,0.142296,0.183225,0.072325,0.101258,0.134447,0.165757,0.050571,-0.026096,ma20<=ma60,0.014941,0.5,3,50,24,18,2,0,2,False,14.02,15.76,12.9,14.79,15.54,14.01,14.33,,0.0,0.0,0
2022-05-23,000835.XSHE,4,bear,,0.35,,,0,0,0.030303,0.09375,0.09375,-0.660194,0.047904,0.054217,-0.306244,0.147323,0.0,ma20<=ma60,0.029435,0.783333,3,73,40,4,2,0,2,False,,,,,,,,,0.0,0.0,0
2022-05-26,603536.XSHG,34,bear,-0.037175,10.76,152526592.0,14821504.0,0,0,0.439163,0.175956,0.18112,-0.128039,0.115026,0.147856,0.145473,0.051439,-0.024466,ma20<=ma60,0.042426,0.883333,3,84,38,34,2,1,1,True,10.36,11.84,9.68,10.2,10.55,10.16,10.76,2022-05-27,9.89,-0.046287367405978656,1
2022-09-21,002377.XSHE,4,bear,-0.037152,3.23,459560832.0,141620880.0,0,0,0.5,0.055556,0.041935,0.0625,0.021505,0.03129,0.050407,0.043781,-0.112769,ma20<=ma60,0.02964,0.85,3,45,16,4,2,1,1,True,3.11,3.55,2.91,3.28,3.36,3.11,3.23,2022-09-22,3.28,0.054662379421221846,1
2022-09-23,000629.XSHE,0,bear,-0.035778,5.59,2737812992.0,518994144.0,0,0,0.486413,0.106931,-0.003565,-0.1056,0.093505,0.065371,0.008025,0.033125,-0.07606,ma20<=ma60,0.00128,0.166667,3,30,4,0,2,1,1,True,5.39,6.15,5.03,5.19,5.43,5.16,5.59,2022-09-26,5.1,-0.05380333951762524,1
2022-10-10,002165.XSHE,3,bear,-0.030534,5.24,798288384.0,152239664.0,0,0,0.495536,0.103158,-0.050725,0.110169,0.087137,0.072013,-0.025026,0.056845,-0.120436,ma20<=ma60,-0.003794,0.116667,3,29,14,3,2,1,1,True,5.08,5.76,4.72,5.25,5.51,5.01,5.24,2022-10-11,5.39,0.061023622047244014,1
2022-10-12,002723.XSHE,13,bear,-0.037154,12.65,288212576.0,23543480.0,0,0,0.424658,0.156307,-0.020139,0.018519,0.087704,0.087891,0.025371,0.050787,-0.135822,ma20<=ma60,0.027234,0.866667,3,43,27,13,2,2,0,True,12.18,13.92,11.39,12.54,13.52,11.39,12.65,2022-10-13,12.33,0.011484823625922935,1
2022-10-12,002752.XSHE,14,bear,-0.032389,4.94,121575880.0,24570744.0,0,0,0.296053,-0.008032,-0.015936,-0.057252,0.039562,0.026387,-0.02023,0.037785,-0.135822,ma20<=ma60,0.027234,0.866667,3,43,27,14,2,2,0,True,4.78,5.43,4.45,5.1,5.14,4.78,4.94,2022-10-13,5.22,0.08977035490605421,1
2022-10-13,600353.XSHG,26,bear,-0.036397,10.99,173378240.0,16024251.0,0,0,0.346715,-0.071006,-0.112994,-0.201888,0.016651,-0.040761,-0.100029,0.040048,-0.110701,ma20<=ma60,0.05411,0.983333,3,62,41,26,2,0,2,False,10.59,12.09,9.89,10.7,11.15,10.53,10.99,,0.0,0.0,0
2022-10-13,603507.XSHG,34,bear,-0.034639,33.2,408768960.0,12243867.0,0,0,0.259673,0.04534,0.006061,-0.108485,0.048443,0.031376,-0.002194,0.040002,-0.110701,ma20<=ma60,0.05411,0.983333,3,62,41,34,2,0,2,False,32.05,36.52,29.88,33.27,34.04,32.05,33.2,,0.0,0.0,0
2022-10-27,001896.XSHE,1,bear,-0.036145,5.81,288443488.0,51335216.0,0,0,0.413043,0.071956,0.085981,0.02109,0.069588,0.067426,0.081232,0.029661,-0.002583,ma20<=ma60,0.01124,0.466667,3,65,23,1,2,1,1,True,5.6,6.39,5.23,5.54,5.75,5.52,5.81,2022-10-28,5.32,-0.04999999999999989,1
2022-10-31,000530.XSHE,0,bear,-0.038462,5.2,361626048.0,70282088.0,0,0,0.285714,0.101695,0.023622,-0.120135,0.076159,0.062092,0.005608,0.04533,-0.041265,ma20<=ma60,-0.023027,0.0,3,18,5,0,2,1,1,True,5.0,5.72,4.68,5.19,5.28,5.0,5.2,2022-11-01,5.31,0.06199999999999992,1
2022-12-20,000983.XSHE,1,bear,-0.038552,12.71,704526336.0,58694220.0,0,0,0.347938,-0.007031,-0.03785,0.056525,-0.006099,-0.007419,-0.003606,0.020252,-0.048195,ma20>ma60,-0.0048,0.133333,3,22,4,1,2,1,1,True,12.22,13.98,11.44,12.0,12.27,11.81,12.71,2022-12-21,11.93,-0.02452984464431731,1
2023-01-04,600532.XSHG,10,bear,-0.032392,12.04,151168704.0,12451713.0,0,0,0.043116,-0.137536,-0.332224,-0.482373,-0.021774,-0.134124,-0.291661,0.031639,-0.041995,ma20<=ma60,0.030716,0.833333,3,73,15,10,2,1,1,True,11.65,12.64,11.44,12.0,12.59,11.6,12.04,2023-01-05,12.4,0.06346483704974273,1
2023-05-18,600520.XSHG,9,bear,-0.036749,14.15,245862096.0,17725976.0,0,0,0.349138,0.128389,0.068731,-0.03347,0.092495,0.097239,0.062272,0.034185,-0.06528,ma20<=ma60,0.021531,0.733333,3,30,14,9,2,1,1,True,13.63,15.57,12.74,13.86,14.13,13.62,14.15,2023-05-19,14.45,0.059384164222873806,1
2023-06-02,600242.XSHG,1,bear,-0.033333,0.3,7560425.0,26821416.0,0,0,0.015385,-0.333333,-0.333333,-0.333333,-0.222798,-0.282297,-0.308756,0.084595,-0.019059,ma20<=ma60,0.003505,0.166667,3,30,10,1,2,1,1,True,0.29,0.33,0.27,0.28,0.29,0.28,0.3,2023-06-05,0.28,-0.034482758620689495,1
2023-06-05,000797.XSHE,3,bear,-0.031746,3.15,197304544.0,63706144.0,0,0,0.410959,0.078767,0.067797,-0.027778,0.072888,0.07766,0.044084,0.0273,-0.011372,ma20<=ma60,0.008746,0.333333,3,45,23,3,2,1,1,True,3.05,3.47,2.84,3.11,3.15,3.03,3.15,2023-06-06,3.23,0.05901639344262301,1
2023-06-19,000065.XSHE,0,bear,-0.032648,16.54,736844992.0,44965160.0,0,0,0.373239,0.097545,0.07893,0.039598,0.084164,0.088803,0.09769,0.027204,0.0,ma20<=ma60,0.017214,0.616667,3,47,14,0,2,1,1,True,16.0,18.19,14.89,16.35,16.7,15.95,16.54,2023-06-20,16.19,0.01187500000000008,1
2023-06-26,000606.XSHE,0,bear,-0.037037,0.27,7204908.0,28039888.0,0,0,0.045714,0.421053,-0.706522,-0.706522,0.115702,-0.380734,-0.60177,0.178644,-0.021737,ma20<=ma60,0.010407,0.383333,3,31,8,0,2,1,1,True,0.26,0.3,0.24,0.25,0.27,0.24,0.27,2023-06-27,0.25,-0.07407407407407414,1
2023-07-03,002647.XSHE,3,bear,-0.035524,5.63,340386272.0,59523036.0,0,0,0.344262,0.110454,0.064272,0.042593,0.078957,0.078544,0.064473,0.025642,-0.013726,ma20<=ma60,0.005329,0.216667,3,46,11,3,2,1,1,True,5.43,6.19,5.07,5.67,6.01,5.43,5.63,2023-07-04,5.84,0.07550644567219156,1
2023-07-10,002417.XSHE,1,bear,,0.45,,,0,0,0.04878,0.097561,0.097561,-0.637097,0.102941,0.086957,-0.273608,0.164998,-0.025768,ma20<=ma60,0.009546,0.366667,3,17,2,1,2,0,2,False,,,,,,,,,0.0,0.0,0
2023-08-25,603103.XSHG,4,bear,-0.037433,18.7,181866592.0,9850273.0,0,0,0.449355,0.048794,-0.07563,-0.043478,0.076941,0.043352,0.013221,0.036642,-0.083753,ma20<=ma60,0.010629,0.416667,3,23,8,4,2,2,0,True,18.0,20.57,16.83,18.27,18.79,18.0,18.7,2023-08-28,19.07,0.05944444444444446,1
2023-08-25,001309.XSHE,5,bear,-0.03337,72.52,257781664.0,3714320.0,0,0,0.427455,0.077563,-0.025269,-0.010506,0.086572,0.065828,0.027065,0.030958,-0.083753,ma20<=ma60,0.010629,0.416667,3,23,8,5,2,2,0,True,70.1,79.77,65.27,68.6,71.39,68.2,72.52,2023-08-28,67.71,-0.034094151212553506,1
2023-09-27,000936.XSHE,0,bear,-0.034729,9.79,1078575488.0,112345888.0,0,0,0.276458,0.135731,0.020855,0.026205,0.090686,0.094589,0.060557,0.035197,-0.032692,ma20<=ma60,0.019301,0.633333,3,19,5,0,2,1,1,True,9.45,10.77,8.81,9.61,9.8,9.38,9.79,2023-09-28,9.59,0.013742071881606659,1
2023-10-13,603223.XSHG,5,bear,-0.039889,10.78,148079120.0,14043846.0,0,0,0.237864,0.086694,0.078,0.072637,0.07285,0.078647,0.077515,0.023429,-0.01296,ma20<=ma60,0.00679,0.3,3,23,9,5,2,1,1,True,10.35,11.86,9.7,10.56,10.79,10.35,10.78,2023-10-16,10.92,0.054054054054054106,1
2024-01-25,600191.XSHG,12,bear,-0.03537,6.22,164577424.0,26516296.0,0,0,0.44186,0.033223,0.033223,0.008104,0.036321,0.037358,0.023447,0.030344,-0.126346,ma20<=ma60,0.04495,0.983333,3,51,24,12,2,1,1,True,6.0,6.84,5.6,6.23,6.43,6.0,6.22,2024-01-26,6.2,0.03333333333333336,1
2024-02-20,603860.XSHG,96,bear,-0.030232,25.47,170292128.0,6692502.0,0,0,0.138155,-0.087097,-0.186262,-0.153258,0.058164,-0.092399,-0.109892,0.060821,-0.095297,ma20<=ma60,0.050508,0.95,3,119,107,96,2,1,1,True,24.7,28.02,22.92,25.35,26.4,24.5,25.47,2024-02-21,26.07,0.055465587044534456,1
2024-02-21,002194.XSHE,9,bear,-0.039953,8.51,330495456.0,39738168.0,0,0,0.434783,0.327613,0.036541,-0.072985,0.12775,0.15218,0.056093,0.049824,-0.089081,ma20<=ma60,0.043484,0.916667,3,55,49,9,2,1,1,True,8.17,9.36,7.66,8.34,8.57,8.07,8.51,2024-02-22,8.52,0.0415647921760391,1
2024-02-21,603728.XSHG,47,bear,-0.035781,43.04,651338880.0,14769044.0,0,0,0.242629,0.33416,0.107851,-0.207804,0.107224,0.142463,0.005596,0.057764,-0.089081,ma20<=ma60,0.043484,0.916667,3,55,49,47,2,1,1,False,41.5,47.34,38.74,42.92,46.09,41.49,43.04,,0.0,0.0,0
2024-02-22,000565.XSHE,1,bear,-0.030905,4.53,159643168.0,36008824.0,0,0,0.316151,0.254848,-0.150094,-0.270531,0.087374,0.065632,-0.084664,0.056534,-0.05857,ma20<=ma60,0.011857,0.55,3,74,69,1,2,1,1,True,4.39,4.98,4.08,4.51,4.58,4.31,4.53,2024-02-23,4.4,0.002277904328018377,1
2024-02-22,000982.XSHE,10,bear,-0.037037,1.35,288839040.0,219713376.0,0,0,0.372881,0.153846,-0.021739,-0.171779,0.076555,0.103843,0.013133,0.042133,-0.05857,ma20<=ma60,0.011857,0.55,3,74,69,10,2,1,1,False,1.3,1.49,1.22,1.33,1.35,1.29,1.35,,0.0,0.0,0
2024-02-26,002094.XSHE,8,bear,-0.031142,2.89,155243184.0,54968740.0,0,0,0.418848,0.284444,-0.030201,-0.247396,0.120155,0.166734,-0.016505,0.057321,-0.017028,ma20<=ma60,0.06766,0.983333,3,67,44,8,2,1,1,True,2.8,3.18,2.6,2.83,2.93,2.77,2.89,2024-02-27,2.88,0.0285714285714286,1
2024-02-27,002888.XSHE,10,bear,-0.039228,16.57,351017344.0,21314270.0,0,0,0.32615,0.320319,0.133379,-0.178483,0.150854,0.252646,0.078179,0.060394,-0.011437,ma20<=ma60,0.017273,0.616667,3,53,26,10,2,1,1,True,15.92,18.23,14.91,16.97,17.73,15.78,16.57,2024-02-28,15.6,-0.020715630885122415,1
2024-02-27,003025.XSHE,15,bear,-0.031758,12.91,381727456.0,30184316.0,0,0,0.398131,0.275692,0.253398,-0.029323,0.133649,0.245177,0.163377,0.05461,-0.011437,ma20<=ma60,0.017273,0.616667,3,53,26,15,2,1,1,False,12.5,14.2,11.62,13.25,13.25,12.24,12.91,,0.0,0.0,0
2024-04-23,000584.XSHE,0,bear,-0.031963,2.19,23062900.0,10232400.0,0,0,0.080645,-0.102459,-0.209386,-0.286645,-0.01084,-0.08788,-0.177619,0.031782,-0.062511,ma20>ma60,-0.012063,0.15,3,44,18,0,2,1,1,True,2.12,2.3,2.08,2.3,2.3,2.12,2.19,2024-04-24,2.33,0.09905660377358488,1
2024-06-11,002141.XSHE,5,bear,-0.030928,0.97,26332584.0,27127916.0,0,0,0.133803,-0.133929,-0.163793,0.24359,-0.020202,-0.07177,-0.061442,0.046773,-0.079187,ma20<=ma60,-0.003991,0.116667,3,44,29,5,2,2,0,True,0.94,1.02,0.92,0.99,1.01,0.92,0.97,2024-06-12,1.01,0.07446808510638304,1
2024-06-11,002861.XSHE,13,bear,-0.035936,8.07,101295648.0,13035480.0,0,0,0.156317,-0.104329,-0.100395,-0.109183,-0.000248,-0.051834,-0.085398,0.037363,-0.079187,ma20<=ma60,-0.003991,0.116667,3,44,29,13,2,2,0,True,7.78,8.88,7.26,7.81,8.37,7.56,8.07,2024-06-14,9.11,0.1694480102695763,3
2024-06-14,002263.XSHE,1,bear,-0.030568,2.29,86426816.0,38625060.0,0,0,0.440678,0.070093,-0.033755,-0.098425,0.081209,0.047096,-0.009087,0.031265,-0.074425,ma20<=ma60,0.005511,0.35,3,24,13,1,2,1,1,True,2.22,2.52,2.06,2.21,2.28,2.2,2.29,2024-06-17,2.15,-0.03587443946188344,1
2024-06-21,002052.XSHE,1,bear,-0.039604,1.01,23623424.0,24432300.0,0,0,0.14,0.147727,0.086022,-0.278571,0.03272,0.106243,-0.016553,0.046845,-0.065896,ma20<=ma60,-0.012663,0.016667,3,14,7,1,2,1,1,True,0.97,1.06,0.96,0.96,0.99,0.96,1.01,2024-06-24,0.92,-0.051546391752577254,1
2024-06-24,002173.XSHE,1,bear,-0.030043,6.99,217452864.0,32342878.0,0,0,0.212389,0.097331,0.085404,-0.099227,0.076047,0.075385,0.000573,0.03585,-0.064627,ma20<=ma60,0.011365,0.483333,3,23,14,1,2,1,1,True,6.78,7.69,6.29,6.76,6.95,6.61,6.99,2024-06-25,6.87,0.011782032400589112,1
2024-06-28,002188.XSHE,2,bear,-0.031603,4.43,124302568.0,28389400.0,0,0,0.336683,0.054762,-0.019912,-0.162571,0.076288,0.045551,0.012571,0.045474,-0.09171,ma20<=ma60,0.017307,0.583333,3,24,16,2,2,2,0,True,4.29,4.87,3.99,4.37,4.57,4.26,4.43,2024-07-01,4.58,0.0675990675990676,1
2024-06-28,603003.XSHG,10,bear,-0.035398,4.52,72594960.0,16094955.0,0,0,0.109155,0.03908,0.116049,0.116049,0.057082,0.061292,0.102579,0.036732,-0.09171,ma20<=ma60,0.017307,0.583333,3,24,16,10,2,2,0,True,4.36,4.75,4.29,4.7,4.72,4.36,4.52,2024-07-01,4.69,0.0732265446224257,1
2024-07-03,000520.XSHE,0,bear,-0.030769,2.6,193390000.0,75662040.0,0,0,0.267241,0.10643,-0.037037,-0.212121,0.090604,0.06689,-0.049358,0.043611,-0.076793,ma20<=ma60,0.028367,0.9,3,24,18,0,2,1,1,True,2.52,2.86,2.34,2.53,2.65,2.52,2.6,2024-07-04,2.53,0.003968253968253884,1
2024-07-16,002141.XSHE,2,bear,-0.03,1.0,26890268.0,26655688.0,0,0,0.407407,-0.009901,-0.009901,0.010101,0.043841,0.007049,0.029336,0.03763,-0.076455,ma20<=ma60,-0.007578,0.05,3,22,12,2,2,0,2,False,0.97,1.05,0.95,1.03,1.05,0.96,1.0,,0.0,0.0,0
2024-07-24,600732.XSHG,5,bear,-0.031124,9.96,832004800.0,85610552.0,0,0,0.361169,0.138286,0.175915,0.072167,0.099095,0.13002,0.12842,0.029308,-0.058445,ma20<=ma60,0.018195,0.583333,3,24,14,5,2,1,1,True,9.65,10.96,8.96,9.58,10.02,9.48,9.96,2024-07-25,9.85,0.019668737060041356,1
2024-08-06,000702.XSHE,0,bear,-0.03666,4.91,191564704.0,40211420.0,0,0,0.272472,0.215347,0.191748,0.203431,0.11237,0.16738,0.176471,0.031636,-0.043898,ma20<=ma60,-0.003742,0.1,3,27,11,0,2,1,1,True,4.73,5.4,4.42,4.82,4.92,4.62,4.91,2024-08-07,4.45,-0.06118143459915612,1
2024-08-08,000506.XSHE,0,bear,-0.034965,1.43,128144584.0,91480288.0,0,0,0.220264,0.043796,0.067164,0.537634,-0.002789,0.021429,0.143086,0.039854,-0.03069,ma20<=ma60,0.026028,0.8,3,39,20,0,2,1,1,True,1.38,1.5,1.36,1.4,1.46,1.37,1.43,2024-08-09,1.42,0.02898550724637684,1
2024-08-09,002285.XSHE,4,bear,-0.035533,1.97,338094528.0,161578592.0,0,0,0.464646,0.208589,0.287582,0.262821,0.127002,0.175418,0.208218,0.039291,-0.030596,ma20<=ma60,-0.002002,0.116667,3,28,11,4,2,1,1,True,1.9,2.17,1.77,2.17,2.17,1.87,1.97,2024-08-12,2.28,0.19999999999999996,1
2024-08-13,002246.XSHE,0,bear,-0.036173,8.57,612463616.0,69938408.0,0,0,0.293334,0.104381,0.154987,0.090331,0.060906,0.080025,0.113132,0.029569,-0.043971,ma20<=ma60,0.0092,0.266667,3,19,3,0,2,1,1,True,8.26,9.43,7.71,8.9,9.26,8.2,8.57,2024-08-14,8.86,0.0713422007255139,1
2024-09-02,600280.XSHG,5,bear,-0.037313,2.68,296824928.0,115309464.0,0,0,0.30303,0.135593,0.042802,0.02682,0.096563,0.096563,-0.030215,0.066434,-0.025395,ma20<=ma60,0.030376,0.883333,3,40,14,5,2,1,1,True,2.58,2.95,2.41,2.54,2.66,2.5,2.68,2024-09-03,2.55,-0.011627906976744281,1
2024-09-04,002723.XSHE,2,bear,-0.036697,5.45,213440128.0,39305000.0,0,0,0.232551,0.149789,0.10998,0.013011,0.089564,0.109754,0.086198,0.028131,-0.036053,ma20<=ma60,0.021046,0.616667,3,32,14,2,2,1,1,True,5.25,6.0,4.91,5.57,5.79,5.2,5.45,2024-09-05,5.28,0.005714285714285762,1
2024-09-06,603002.XSHG,2,bear,-0.032189,4.66,231776096.0,51562080.0,0,0,0.421875,0.099057,0.093897,-0.014799,0.067828,0.085741,0.051444,0.029174,-0.024659,ma20<=ma60,0.028318,0.85,3,33,5,2,2,1,1,True,4.51,5.13,4.19,4.44,4.61,4.42,4.66,2024-09-09,4.45,-0.01330376940133029,1
2025-01-16,001236.XSHE,1,bear,-0.030663,10.11,533801632.0,51454236.0,0,0,0.371053,0.130872,0.048755,-0.053371,0.103712,0.110623,0.043021,0.031979,-0.079114,ma20<=ma60,0.024905,0.6,3,38,14,1,2,1,1,True,9.8,11.12,9.1,10.43,11.0,9.79,10.11,2025-01-17,10.13,0.032619775739041824,1
2025-01-17,002799.XSHE,7,bear,-0.034247,8.76,269685920.0,32449876.0,0,0,0.432361,0.130323,0.145098,0.005741,0.117917,0.146447,0.123005,0.048739,-0.075011,ma20<=ma60,0.012293,0.383333,3,41,17,7,2,1,1,True,8.46,9.64,7.88,8.2,8.58,8.16,8.76,2025-01-20,8.65,0.02125147579693031,1
2025-01-20,600657.XSHG,6,bear,-0.033543,4.77,424460672.0,89694008.0,0,0,0.363248,0.091533,0.195489,0.030238,0.059529,0.116312,0.110594,0.038358,-0.06859,ma20<=ma60,-0.009049,0.066667,3,35,9,6,2,1,1,True,4.61,5.25,4.29,4.73,4.99,4.51,4.77,2025-01-21,4.88,0.05627705627705623,1
2025-01-20,605588.XSHG,8,bear,-0.032331,44.23,172275088.0,4013405.0,0,0,0.396617,0.167018,0.144965,0.010509,0.091398,0.115651,0.082636,0.032662,-0.06859,ma20<=ma60,-0.009049,0.066667,3,35,9,8,2,1,1,False,42.8,48.65,39.81,42.9,43.67,42.3,44.23,,0.0,0.0,0
2025-04-18,603002.XSHG,5,bear,-0.035088,5.7,497372800.0,84778496.0,0,0,0.395939,0.122047,-0.020619,-0.135053,0.068216,0.085301,-0.00245,0.036924,-0.106426,ma20<=ma60,0.022321,0.7,3,67,10,5,2,1,1,True,5.5,6.27,5.13,6.27,6.27,5.45,5.7,2025-04-21,6.35,0.15454545454545449,1
2025-11-21,601208.XSHG,3,bear,-0.035753,18.46,1790851968.0,100344688.0,0,0,0.294118,0.024417,-0.067206,-0.039042,0.066559,0.022318,-0.022142,0.043268,-0.032957,ma20>ma60,-0.014657,0.016667,3,26,6,3,2,1,1,True,17.8,20.31,16.61,17.3,18.47,17.3,18.46,2025-11-24,17.17,-0.03539325842696624,1
