schema_version,trade_date,code,branch,signal_variant,observation_level,prepared_candidate,handler_reached,candidate_loop_reached,handler_eligible,branch_eligible,qualified_for_ranking,participated_in_ranking,selected_for_order,terminal_state,terminal_reason_code,fill_status,order_id,order_status,entry_price,entry_amount
0.3,2023-01-10,002646.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,True,True,True,FILLED,FILLED,FULL,5,open,16.38,18700.0
0.3,2023-01-10,600477.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-10,002184.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-10,600563.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-10,002010.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_PRICE_RANGE_FILTER,,,,,
0.3,2023-01-10,002291.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-10,002234.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-10,000548.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-10,002997.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-10,002141.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-10,000526.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-11,000716.XSHE,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,FB_PCT_BLOCK,,,,,
0.3,2023-01-11,000404.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-11,002915.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,603929.XSHG,Scorpion,SCORPION_PREPARED,PREPARED_CANDIDATE,True,True,True,,,False,False,False,BRANCH_FILTERED,OPEN_RANGE_FILTER,,,,,
0.3,2023-01-12,002875.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,600121.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,002045.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,603069.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,002104.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,601858.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,600212.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,600130.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,002454.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,002990.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-12,600189.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-13,002651.XSHE,Scorpion,SCORPION_PREPARED,PREPARED_CANDIDATE,True,True,True,,,False,False,False,BRANCH_FILTERED,OPEN_RANGE_FILTER,,,,,
0.3,2023-01-13,600556.XSHG,Scorpion,SCORPION_PREPARED,PREPARED_CANDIDATE,True,True,True,,,False,False,False,BRANCH_FILTERED,OPEN_RANGE_FILTER,,,,,
0.3,2023-01-13,600973.XSHG,Scorpion,SCORPION_PREPARED,PREPARED_CANDIDATE,True,True,True,,,False,False,False,BRANCH_FILTERED,OPEN_RANGE_FILTER,,,,,
0.3,2023-01-13,002952.XSHE,Scorpion,SCORPION_PREPARED,PREPARED_CANDIDATE,True,True,True,,,False,False,False,BRANCH_FILTERED,OPEN_RANGE_FILTER,,,,,
0.3,2023-01-13,002068.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-13,600556.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,True,True,True,FILLED,FILLED,FULL,7,open,7.29,41300.0
0.3,2023-01-13,600973.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-13,002184.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-13,000025.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-13,002368.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-13,002315.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-13,002933.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-13,600391.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-13,002162.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-13,603598.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-13,603918.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-13,002823.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-16,600095.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,603486.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,000670.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,002137.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,000151.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,002103.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,600189.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,605289.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,002593.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,600510.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,603866.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-16,002388.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,BRANCH_SLOT_FULL,,,,,
0.3,2023-01-17,002279.XSHE,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,True,FILLED,FILLED,FULL,9,open,9.31,42500.0
0.3,2023-01-17,002368.XSHE,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,True,FILLED,FILLED,FULL,10,open,34.15,13800.0
0.3,2023-01-17,600559.XSHG,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,SLOTS_FILLED,,,,,
0.3,2023-01-17,002821.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-17,600559.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-17,002279.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_LEFT_PRESSURE_FILTER,,,,,
0.3,2023-01-17,002500.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_PRICE_RANGE_FILTER,,,,,
0.3,2023-01-17,600483.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-17,002567.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-17,600446.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-17,600572.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-17,600130.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-17,600203.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-17,002687.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-17,000785.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-18,000755.XSHE,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,FB_PCT_BLOCK,,,,,
0.3,2023-01-18,002576.XSHE,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,FB_PCT_BLOCK,,,,,
0.3,2023-01-18,000755.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,AUCTION_CASH_RATIO_BLOCK,,,,,
0.3,2023-01-18,002037.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,AUCTION_CASH_RATIO_BLOCK,,,,,
0.3,2023-01-18,600771.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,AUCTION_CASH_RATIO_BLOCK,,,,,
0.3,2023-01-18,002329.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,AUCTION_CASH_RATIO_BLOCK,,,,,
0.3,2023-01-18,002238.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,AUCTION_CASH_RATIO_BLOCK,,,,,
0.3,2023-01-18,600633.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,AUCTION_CASH_RATIO_BLOCK,,,,,
0.3,2023-01-18,603330.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,AUCTION_CASH_RATIO_BLOCK,,,,,
0.3,2023-01-18,002296.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,AUCTION_CASH_RATIO_BLOCK,,,,,
0.3,2023-01-18,002553.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,MOTHERBOARD_GATED_OUT,AUCTION_CASH_RATIO_BLOCK,,,,,
0.3,2023-01-19,002343.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-19,002642.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-19,000815.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-19,002807.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-19,600756.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-19,002383.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-20,002945.XSHE,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,True,,,False,False,False,BRANCH_FILTERED,OPEN_RANGE_FILTER,,,,,
0.3,2023-01-20,600536.XSHG,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,True,,,False,False,False,BRANCH_FILTERED,OPEN_RANGE_FILTER,,,,,
0.3,2023-01-20,600771.XSHG,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,True,,,False,False,False,BRANCH_FILTERED,OPEN_RANGE_FILTER,,,,,
0.3,2023-01-20,002945.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-20,600705.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,True,True,True,FILLED,FILLED,FULL,13,open,4.54,68500.0
0.3,2023-01-20,002368.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-20,600657.XSHG,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_VOLUME_RATIO_FILTER,,,,,
0.3,2023-01-20,002232.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-20,000996.XSHE,Auction,AUCTION_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,False,BRANCH_FILTERED,AUCTION_MARKET_CAP_FILTER,,,,,
0.3,2023-01-30,000758.XSHE,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,True,FILLED,FILLED,FULL,14,open,6.05,47000.0
0.3,2023-01-30,000831.XSHE,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,True,True,True,False,False,True,FILLED,FILLED,FULL,15,open,39.21,8700.0
0.3,2023-01-30,002121.XSHE,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,SLOTS_FILLED,,,,,
0.3,2023-01-30,600705.XSHG,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,SLOTS_FILLED,,,,,
0.3,2023-01-30,603636.XSHG,YJJ,YJJ_PREPARED,PREPARED_CANDIDATE,True,True,False,,,False,False,False,SLOT_BLOCKED,SLOTS_FILLED,,,,,
