schema_version,scan_run_id,scan_subrun_id,trade_date,branch,scanner_function,scanner_invoked,scan_status,control_flow_reason,source_mode,source_path,source_timestamp,source_coverage,market_mode,raw_market_mode,active_route,pass_month,source_universe_count,raw_pattern_count,source_limited_prepared_record_count,prepared_candidate_count,error_type,error_detail,formal_strategy_commit,instrumented_strategy_commit
0.4,YJJ|2023-01-20|MAIN,,2023-01-20,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,3.0,0,3,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-01-20|MAIN,,2023-01-20,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-01-20|MAIN,,2023-01-20,RZQ,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-01-20|MAIN,,2023-01-20,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-01-20|MAIN,,2023-01-20,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,6,6,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-01-30|MAIN,,2023-01-30,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,5.0,0,5,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-01-30|MAIN,,2023-01-30,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-01-30|MAIN,,2023-01-30,RZQ,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-01-30|MAIN,,2023-01-30,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-01-30|MAIN,,2023-01-30,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,9,9,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-01-31|MAIN,,2023-01-31,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,7.0,0,7,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-01-31|MAIN,,2023-01-31,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-01-31|MAIN,,2023-01-31,RZQ,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-01-31|MAIN,,2023-01-31,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-01-31|MAIN,,2023-01-31,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,24,24,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-01|MAIN,,2023-02-01,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-01|MAIN,,2023-02-01,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-01|MAIN,,2023-02-01,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-01|MAIN,,2023-02-01,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-01|MAIN,,2023-02-01,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,11,11,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-02|MAIN,,2023-02-02,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-02|MAIN,,2023-02-02,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-02|MAIN,,2023-02-02,RZQ,_rzq_prepare,True,EXECUTED_EMPTY,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-02|MAIN,,2023-02-02,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-02|MAIN,,2023-02-02,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,13,13,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-03|MAIN,,2023-02-03,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-03|MAIN,,2023-02-03,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-03|MAIN,,2023-02-03,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-03|MAIN,,2023-02-03,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-03|MAIN,,2023-02-03,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,10,10,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-06|MAIN,,2023-02-06,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-06|MAIN,,2023-02-06,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-06|MAIN,,2023-02-06,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-06|MAIN,,2023-02-06,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-06|MAIN,,2023-02-06,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,6,6,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-07|MAIN,,2023-02-07,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-07|MAIN,,2023-02-07,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-07|MAIN,,2023-02-07,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-07|MAIN,,2023-02-07,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-07|MAIN,,2023-02-07,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,8,8,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-08|MAIN,,2023-02-08,YJJ,_scan_all,True,EXECUTED_EMPTY,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-08|MAIN,,2023-02-08,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-08|MAIN,,2023-02-08,RZQ,_rzq_prepare,True,EXECUTED_EMPTY,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-08|MAIN,,2023-02-08,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-08|MAIN,,2023-02-08,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,13,13,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-09|MAIN,,2023-02-09,YJJ,_scan_all,True,EXECUTED_EMPTY,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-09|MAIN,,2023-02-09,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-09|MAIN,,2023-02-09,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,4.0,0,4,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-09|MAIN,,2023-02-09,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-09|MAIN,,2023-02-09,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,8,8,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-10|MAIN,,2023-02-10,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-10|MAIN,,2023-02-10,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-10|MAIN,,2023-02-10,RZQ,_rzq_prepare,True,EXECUTED_EMPTY,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-10|MAIN,,2023-02-10,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-10|MAIN,,2023-02-10,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,15,15,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-13|MAIN,,2023-02-13,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-13|MAIN,,2023-02-13,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-13|MAIN,,2023-02-13,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,3.0,0,3,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-13|MAIN,,2023-02-13,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-13|MAIN,,2023-02-13,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,9,9,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-14|MAIN,,2023-02-14,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-14|MAIN,,2023-02-14,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-14|MAIN,,2023-02-14,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-14|MAIN,,2023-02-14,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-14|MAIN,,2023-02-14,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,15,15,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-15|MAIN,,2023-02-15,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-15|MAIN,,2023-02-15,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
