schema_version,scan_run_id,scan_subrun_id,trade_date,branch,scanner_function,scanner_invoked,scan_status,control_flow_reason,source_mode,source_path,source_timestamp,source_coverage,market_mode,raw_market_mode,active_route,pass_month,source_universe_count,raw_pattern_count,source_limited_prepared_record_count,prepared_candidate_count,error_type,error_detail,formal_strategy_commit,instrumented_strategy_commit
0.4,RZQ|2023-02-15|MAIN,,2023-02-15,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,3.0,0,3,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-15|MAIN,,2023-02-15,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-15|MAIN,,2023-02-15,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,8,8,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-16|MAIN,,2023-02-16,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,3.0,0,3,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-16|MAIN,,2023-02-16,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-16|MAIN,,2023-02-16,RZQ,_rzq_prepare,True,EXECUTED_EMPTY,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-16|MAIN,,2023-02-16,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-16|MAIN,,2023-02-16,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,11,11,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-17|MAIN,,2023-02-17,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,3.0,0,3,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-17|MAIN,,2023-02-17,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-17|MAIN,,2023-02-17,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,3.0,0,3,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-17|MAIN,,2023-02-17,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-17|MAIN,,2023-02-17,Auction,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-20|MAIN,,2023-02-20,YJJ,_scan_all,True,EXECUTED_EMPTY,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-20|MAIN,,2023-02-20,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-20|MAIN,,2023-02-20,RZQ,_rzq_prepare,True,EXECUTED_EMPTY,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-20|MAIN,,2023-02-20,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-20|MAIN,,2023-02-20,Auction,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-21|MAIN,,2023-02-21,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,5.0,0,5,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-21|MAIN,,2023-02-21,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-21|MAIN,,2023-02-21,RZQ,_rzq_prepare,True,EXECUTED_EMPTY,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-21|MAIN,,2023-02-21,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-21|MAIN,,2023-02-21,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,15,15,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-22|MAIN,,2023-02-22,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-22|MAIN,,2023-02-22,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-22|MAIN,,2023-02-22,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,cautious,cautious,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-22|MAIN,,2023-02-22,ZB,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-22|MAIN,,2023-02-22,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,cautious,cautious,v227,,,0.0,9,9,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-23|MAIN,,2023-02-23,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,bull,bull,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-23|MAIN,,2023-02-23,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,cautious,cautious,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-23|MAIN,,2023-02-23,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,bull,bull,v227,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-23|MAIN,,2023-02-23,ZB,_zb_prepare,True,EXECUTED,not pass month and bull market_mode,DAILY_PRICE_COMPUTED,,,COMPLETE_ACTUAL_PATH,bull,bull,v227,,,5.0,0,5,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-23|MAIN,,2023-02-23,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,bull,bull,rzq+zb,,,0.0,7,7,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-24|MAIN,,2023-02-24,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-24|MAIN,,2023-02-24,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,bull,bull,rzq+zb,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-24|MAIN,,2023-02-24,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-24|MAIN,,2023-02-24,ZB,_zb_prepare,True,EXECUTED,not pass month and bull market_mode,DAILY_PRICE_COMPUTED,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,6.0,0,6,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-24|MAIN,,2023-02-24,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,bull,bull,rzq+zb,,,0.0,4,4,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-27|MAIN,,2023-02-27,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-27|MAIN,,2023-02-27,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,bull,bull,rzq+zb,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-27|MAIN,,2023-02-27,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-27|MAIN,,2023-02-27,ZB,_zb_prepare,True,EXECUTED,not pass month and bull market_mode,DAILY_PRICE_COMPUTED,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,6.0,0,6,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-27|MAIN,,2023-02-27,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,bull,bull,rzq+zb,,,0.0,6,6,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-02-28|MAIN,,2023-02-28,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-02-28|MAIN,,2023-02-28,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,bull,bull,rzq+zb,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-02-28|MAIN,,2023-02-28,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-02-28|MAIN,,2023-02-28,ZB,_zb_prepare,True,EXECUTED,not pass month and bull market_mode,DAILY_PRICE_COMPUTED,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,14.0,0,14,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-02-28|MAIN,,2023-02-28,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,bull,bull,rzq+zb,,,0.0,12,12,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-03-01|MAIN,,2023-03-01,YJJ,_scan_all,True,EXECUTED_EMPTY,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-03-01|MAIN,,2023-03-01,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,bull,bull,rzq+zb,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-03-01|MAIN,,2023-03-01,RZQ,_rzq_prepare,True,EXECUTED_EMPTY,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-03-01|MAIN,,2023-03-01,ZB,_zb_prepare,True,EXECUTED,not pass month and bull market_mode,DAILY_PRICE_COMPUTED,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,6.0,0,6,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-03-01|MAIN,,2023-03-01,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,bull,bull,v227,,,0.0,5,5,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-03-02|MAIN,,2023-03-02,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,bull,bull,v227,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-03-02|MAIN,,2023-03-02,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,bull,bull,v227,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-03-02|MAIN,,2023-03-02,RZQ,_rzq_prepare,True,EXECUTED_EMPTY,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,bull,bull,v227,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-03-02|MAIN,,2023-03-02,ZB,_zb_prepare,True,EXECUTED,not pass month and bull market_mode,DAILY_PRICE_COMPUTED,,,COMPLETE_ACTUAL_PATH,bull,bull,v227,,,13.0,0,13,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-03-02|MAIN,,2023-03-02,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,bull,bull,rzq+zb,,,0.0,12,12,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-03-03|MAIN,,2023-03-03,YJJ,_scan_all,True,EXECUTED,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,1.0,0,1,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-03-03|MAIN,,2023-03-03,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,bull,bull,rzq+zb,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-03-03|MAIN,,2023-03-03,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-03-03|MAIN,,2023-03-03,ZB,_zb_prepare,True,EXECUTED,not pass month and bull market_mode,DAILY_PRICE_COMPUTED,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,12.0,0,12,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-03-03|MAIN,,2023-03-03,Auction,_auction_yiqian_prepare,True,SOURCE_LIMITED,auction sleeve enabled,PROJECT_AUCTION_PREPARE_CACHE,,,PREPARED_ONLY,bull,bull,rzq+zb,,,0.0,10,10,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,YJJ|2023-03-06|MAIN,,2023-03-06,YJJ,_scan_all,True,EXECUTED_EMPTY,market_mode is not bear,PROJECT_BOARD_SNAPSHOT,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,0.0,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Scorpion|2023-03-06|MAIN,,2023-03-06,Scorpion,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,bull,bull,rzq+zb,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,RZQ|2023-03-06|MAIN,,2023-03-06,RZQ,_rzq_prepare,True,EXECUTED,not pass month,BILLBOARD_API,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,2.0,0,2,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,ZB|2023-03-06|MAIN,,2023-03-06,ZB,_zb_prepare,True,EXECUTED,not pass month and bull market_mode,DAILY_PRICE_COMPUTED,,,COMPLETE_ACTUAL_PATH,bull,bull,rzq+zb,,,5.0,0,5,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
0.4,Auction|2023-03-06|MAIN,,2023-03-06,Auction,,False,NOT_CALLED_BY_CONTROL_FLOW,not called by motherboard control flow,NOT_APPLICABLE,,,NOT_RUN,bull,bull,rzq+zb,,,,0,0,,,442c045d3e8ba20f566b44780f498652b84149ff,442c045d3e8ba20f566b44780f498652b84149ff
