hook_id,module,symbol,call_sites,trigger_dates,trigger_codes,affected_fields,behavior,semantic_type,disposition,reason,evidence,affects_selection,affects_state,affects_order,affects_fill,affects_nav,target_owner,handoff_requirement,disable_requirement,delete_requirement,acceptance_test,status,entry_count,year_tags,runtime_callsite_count,secondary_reference_count,unused_runtime,wave,direct_effect_scope,downstream_risk,empty_config,definition_count,forwarder_count,consumer_count,external_evidence_ref,external_evidence_status
security_metadata.non_st_name_windows,rebuild_from_archive.compat.security_metadata,NON_ST_NAME_WINDOWS,"rebuild_from_archive/engine\data_api.py:107:            return self.compat.apply_security_name_overrides(self, out, date); rebuild_from_archive/project_compat.py:310:    def apply_security_name_overrides(self, api, out, date):",1900-01-01; 2020-02-28; 2020-05-06; 2020-07-15; 2020-08-25; 2020-08-27; 2020-09-09; 2020-10-23; 2020-11-23; 2020-11-30; 2020-12-14; 2020-12-18; 2021-01-14; 2021-04-21; 2021-09-10; 2021-12-10; 2022-02-07; 2022-02-08; 2022-02-10; 2022-02-15; 2022-03-02; 2022-03-15; 2022-04-01; 2022-04-19; 2022-07-05; 2023-01-03; 2023-03-22; 2023-04-10; 2023-06-01; 2024-04-22; 2024-06-07; 2024-06-20; 2024-06-27; 2024-07-15; 2024-08-07; 2025-07-22; 2025-07-24; 2026-02-12,000506.XSHE; 000584.XSHE; 000585.XSHE; 000673.XSHE; 000839.XSHE; 000980.XSHE; 002052.XSHE; 002086.XSHE; 002141.XSHE; 002147.XSHE; 002192.XSHE; 002256.XSHE; 002470.XSHE; 002638.XSHE; 002684.XSHE; 600091.XSHG; 600093.XSHG; 600145.XSHG; 600146.XSHG; 600191.XSHG; 600242.XSHG; 600255.XSHG; 600518.XSHG; 600532.XSHG; 600654.XSHG; 600666.XSHG; 600687.XSHG; 600702.XSHG; 600711.XSHG; 600856.XSHG; 601020.XSHG; 603003.XSHG; 603030.XSHG; 603268.XSHG; 603880.XSHG,display_name,Strip future ST or delisting markers from PIT display names inside explicit date windows.,data_correction,investigate,"Historical security-name state is source metadata, but the divergence may stem from JoinQuant name-history conventions vs local data PIT snapshots. Pending independent verification.",project_compat.apply_security_name_overrides applies NON_ST_NAME_WINDOWS after reading daily ST state and before strategy filters consume display_name.,True,False,False,False,False,hdata_candidate,HData needs PIT name history or equivalent metadata to eliminate these date-window strips.,Disable only after display_name is PIT-correct for affected windows.,Delete after PIT name history is available and strategy filters no longer need compat name surgery.,tools/hook_migration_acceptance.py targeted 2021 ST name window check,investigation_pending,35,1900; 2020; 2021; 2022; 2023; 2024; 2025; 2026,2,5,False,,data_shape,strategy_path,False,1,1,0,,
security_metadata.special_display_name_rules,rebuild_from_archive.project_compat,EmotionGateJQCompat.apply_security_name_overrides,"rebuild_from_archive/engine\data_api.py:107:            return self.compat.apply_security_name_overrides(self, out, date); rebuild_from_archive/project_compat.py:310:    def apply_security_name_overrides(self, api, out, date):",2020-05-07; 2022-04-18,001270.XSHE; 600856.XSHG,display_name,"Apply extra security-name compatibility rules beyond the window table, including explicit special-code branches.",unknown,investigate,The special-case branches mix PIT naming concerns with hardcoded stock-specific logic and need decomposition before ownership can be assigned.,project_compat.apply_security_name_overrides contains special handling for 001270.XSHE and 600856.XSHG outside NON_ST_NAME_WINDOWS.,True,False,False,False,False,investigation,Split general PIT name logic from single-stock legacy rules and re-evaluate ownership.,Disable only after each remaining special-case is either absorbed by PIT metadata or explicitly archived as JQ-only.,Delete after the method no longer needs stock-specific name branches.,Inventory scan and manual review of project_compat.apply_security_name_overrides branches,investigation_pending,2,2020; 2022,2,5,False,,data_shape,strategy_path,False,1,1,0,,
security_metadata.adjust_extras_is_st,rebuild_from_archive.project_compat,EmotionGateJQCompat.adjust_extras_is_st,"rebuild_from_archive/engine\data_api.py:1031:                is_st = self.compat.adjust_extras_is_st(self, s, ds_dt, is_st); rebuild_from_archive/project_compat.py:354:    def adjust_extras_is_st(self, api, security, date, is_st):",2020-05-07; 2024-05-01; 2024-06-03,600856.XSHG,is_st; display_name; end_date,Override is_st results using PIT name and end-date heuristics for specific windows and codes.,data_correction,investigate,"ST state and delisting-state truth should come from source metadata, but the divergence may reflect JoinQuant ST classification conventions rather than HData errors. Pending verification.","engine/data_api.py calls compat.adjust_extras_is_st from get_extras('is_st', ...), and project_compat.py embeds date windows and name/end_date heuristics.",True,False,False,False,False,hdata_candidate,HData needs PIT ST status and delisting-state history that match the project's required query dates.,Disable only after get_extras('is_st') reads corrected PIT ST state directly.,Delete after ST state is natively correct and the project no longer patches it post-query.,tools/hook_migration_acceptance.py targeted 2024 ST rule check,investigation_pending,3,2020; 2024,2,4,False,,data_shape,strategy_path,False,1,0,1,,
security_metadata.billboard_row_filters,rebuild_from_archive.compat.security_metadata,BILLBOARD_ROW_FILTERS,"rebuild_from_archive/engine\data_api.py:1073:                df = self.compat.filter_billboard_rows(df); rebuild_from_archive/project_compat.py:369:    def filter_billboard_rows(self, frame):",2020-02-26; 2022-08-25,600146.XSHG; 603721.XSHG,billboard_rows,Drop specific billboard rows before strategy-side candidate logic reads them.,data_correction,investigate,"This looks like data cleanup, but the current evidence does not yet prove whether the underlying billboard source or JoinQuant export is wrong.","engine/data_api.py calls compat.filter_billboard_rows in get_billboard_list, and project_compat.filter_billboard_rows keys off BILLBOARD_ROW_FILTERS.",True,False,False,False,False,investigation,Need row-level upstream billboard evidence before assigning to HData or archive-only replay.,Disable only after validating candidate behavior on affected dates without the row drop.,Delete after root cause is assigned and addressed by the right owner.,tools/run_counterfactual_2024_000506_billboard_filter.py demonstrates nearby workflow but not full retirement criteria.,investigation_pending,2,2020; 2022,2,6,False,,data_shape,strategy_path,False,1,0,1,,
instrument_fallbacks.price_fallbacks,rebuild_from_archive.compat.instrument_fallbacks,INSTRUMENT_PRICE_FALLBACKS,"rebuild_from_archive/engine\data_api.py:400:            fallback = self.compat.get_instrument_price_fallback(; rebuild_from_archive/project_compat.py:121:    def get_instrument_price_fallback(self, security, start_date=None, end_date=None):",2024-01-02; 2024-01-03; 2024-01-04; 2024-01-05; 2024-01-08; 2024-01-09; 2024-01-10; 2024-01-11; 2024-01-12; 2024-01-15; 2024-01-16; 2024-01-17; 2024-01-18; 2024-01-19; 2024-01-22; 2024-01-23; 2024-01-24; 2024-01-25; 2024-01-26; 2024-01-29; 2024-01-30; 2024-01-31; 2024-02-01; 2024-04-01; 2024-05-06,511880.XSHG,open; close; high; low; volume; money,Serve synthetic daily prices for instruments missing or unusable in the local data path.,data_correction,investigate,"Instrument price history should come from the data layer, but the absence may reflect data-coverage gaps rather than HData errors. Pending verification.",engine/data_api.py short-circuits get_price via compat.get_instrument_price_fallback before touching local price tables.,True,False,True,False,True,hdata_candidate,HData needs complete and trustworthy history for the fallback instruments or an explicit supported-source overlay.,Disable only after local data can serve these instruments directly without synthetic rows.,Delete after HData publishes native coverage and no call path reaches get_instrument_price_fallback.,tests/test_compat_entrypoints.py::test_strategy_state_override_and_instrument_fallback,investigation_pending,1,2024,2,4,False,,data_shape,position_path,False,1,0,1,,
instrument_fallbacks.zero_fee_overrides,rebuild_from_archive.compat.instrument_fallbacks,ZERO_FEE_OVERRIDES,"rebuild_from_archive/engine\core.py:403:                    if self._has_zero_fee_override(security):; rebuild_from_archive/engine\core.py:426:                if self._has_zero_fee_override(security):; rebuild_from_archive/engine\core.py:451:    def _has_zero_fee_override(self, security):; rebuild_from_archive/engine\core.py:455:            and self.compat.has_zero_fee_override(security); rebuild_from_archive/engine\core.py:797:            if self._has_zero_fee_override(security):; rebuild_from_archive/engine\core.py:811:                if self._has_zero_fee_override(security):; rebuild_from_archive/engine\core.py:830:        if self._has_zero_fee_override(security):; rebuild_from_archive/project_compat.py:146:    def has_zero_fee_override(self, security):",,511880.XSHG,commission; tax,Treat specific instruments as zero-fee in the engine fee path.,market_rule,move_to_local_quant,"Fee classification belongs in the generic instrument/fee model, not in project compat constants.",engine/core.py calls compat.has_zero_fee_override from buy/sell fee estimation and realized fee logic.,False,False,False,True,True,local_quant,local_quant needs instrument-class-aware fee configuration that covers these cases natively.,Disable only after fee policy is modeled in local_quant by instrument type or explicit configuration.,Delete after engine/core.py no longer checks compat.has_zero_fee_override and fee policy is generic.,tests/test_compat_entrypoints.py::test_strategy_state_override_and_instrument_fallback,handoff_pending,1,,8,5,False,,fee,nav_only,False,2,0,6,,
strategy_state.fb_state_overrides,rebuild_from_archive.compat.strategy_state,FB_STATE_OVERRIDES,"rebuild_from_archive/project_compat.py:174:    def apply_strategy_state_override(self, stage, context, state=None):; rebuild_from_archive/project_compat.py:75:            ""apply_project_strategy_compat"": lambda stage, context, state=None: self.apply_strategy_state_override(; 母版-20260506-Clone.py:266:    apply_project_strategy_compat(""after_fb_state"", context, g); 母版-20260506-Clone.py:271:    apply_project_strategy_compat(""after_v227_shock"", context, g)",2020-08-05; 2020-08-26; 2020-09-17,,first_board_perf; fb_pct; fb_perf_history,Force first-board performance state snapshots on specific dates after fb-state computation.,jq_platform_behavior,archive_jq_only,These dates preserve historical JoinQuant state answers and do not represent a reusable project rule.,"母版-20260506-Clone.py calls apply_project_strategy_compat('after_fb_state', ...) and project_compat.apply_strategy_state_override applies FB_STATE_OVERRIDES.",True,True,True,False,False,jq_archive,Keep only with the archived JQ replay profile; local-native state should derive from native computations.,Do not disable until local-native mode explicitly accepts candidate/state divergence on these dates.,Delete after the project stops supporting JoinQuant state-snapshot replay.,tests/test_compat_entrypoints.py::test_strategy_state_override_and_instrument_fallback,archive_candidate,3,2020,4,14,False,L3,state,strategy_path,False,1,0,3,,
strategy_state.v227_shock_overrides,rebuild_from_archive.compat.strategy_state,V227_SHOCK_OVERRIDES,"rebuild_from_archive/project_compat.py:174:    def apply_strategy_state_override(self, stage, context, state=None):; rebuild_from_archive/project_compat.py:75:            ""apply_project_strategy_compat"": lambda stage, context, state=None: self.apply_strategy_state_override(; 母版-20260506-Clone.py:266:    apply_project_strategy_compat(""after_fb_state"", context, g); 母版-20260506-Clone.py:271:    apply_project_strategy_compat(""after_v227_shock"", context, g)",2023-02-17,,v227_shock_cooldown,Force v227 shock cooldown state on a recorded retreat day after the strategy computes shock state.,jq_platform_behavior,archive_jq_only,"This is a historical parity answer for one state transition, not a general strategy definition.","母版-20260506-Clone.py calls apply_project_strategy_compat('after_v227_shock', ...) and project_compat.apply_strategy_state_override applies V227_SHOCK_OVERRIDES.",True,True,True,False,False,jq_archive,Keep only for archived JQ replay; local-native should use native state transitions.,Do not disable until the project accepts branch-trigger drift for the affected date in local-native mode.,Delete after JQ shock-state replay is retired.,tools/hook_migration_acceptance.py targeted 2023 v227 shock check,archive_candidate,1,2023,4,14,False,L3,state,strategy_path,False,1,0,3,,
project_feature.first_seal_loader,rebuild_from_archive.project_compat,EmotionGateJQCompat.load_first_seal_year,"rebuild_from_archive/engine\data_api.py:820:            return self.compat.load_first_seal_year(year); rebuild_from_archive/engine\data_api.py:838:    def get_batch_sealing_points(self, securities, date):; rebuild_from_archive/project_compat.py:224:    def load_first_seal_year(self, year):; 母版-20260506-Clone.py:798:            sealing_times = get_batch_sealing_points(g.yjj_candidates, yday)",,,first_limit_hit_time; project_cache/features/first_seal_time,Load and filter project first-seal cache rows before runtime sealing-point lookups use them.,project_infrastructure,retain_in_project,"This is a project feature-cache integration point, not a generic market rule or external data fact.",engine/data_api.py delegates _load_project_first_seal_year to compat.load_first_seal_year and get_batch_sealing_points consumes the result.,True,False,False,False,False,emotion_gating_project,Retain while project-specific feature caches remain part of the strategy runtime.,Disable only if first-seal cache loading is removed or replaced by a different project feature pipeline.,Delete after the project no longer uses first_seal_time cache lookups in runtime or has moved them into a different project-owned service.,Inventory scan: verifies first_seal_time cache is loaded through compat integration point,retain,1,,4,11,False,,infrastructure,strategy_path,False,2,1,1,,
project_feature.board_snapshot_accessor,rebuild_from_archive.project_compat,EmotionGateJQCompat.get_project_board_snapshot,"rebuild_from_archive/engine\data_api.py:823:    def get_project_board_snapshot(self, date):; rebuild_from_archive/engine\data_api.py:825:            return self.compat.get_project_board_snapshot(date); rebuild_from_archive/project_compat.py:247:    def get_project_board_snapshot(self, date):; rebuild_from_archive/project_compat.py:67:                engine.data_api.get_project_board_snapshot(*a, **kw); 母版-20260506-Clone.py:564:        board_df = get_project_board_snapshot(context.previous_date); 母版-20260506-Clone.py:666:        board_df = get_project_board_snapshot(context.previous_date)",,,board_snapshot; board_count; is_first_board,Expose project board-snapshot cache rows to strategy code as a project-specific fast path.,project_infrastructure,retain_in_project,"Board snapshot is a project-derived feature accessor, not alpha logic. It belongs to the project infrastructure layer.",母版-20260506-Clone.py reads get_project_board_snapshot(context.previous_date) for board scans; engine/data_api.py delegates through compat.,True,True,False,False,False,emotion_gating_project,Retain while the strategy depends on board_snapshot cache acceleration and project-specific data-quality policy.,Disable only if strategy switches to a different project-owned feature source or recomputes the logic natively.,Delete after project runtime no longer depends on board_snapshot compat exposure.,Inventory scan: verifies board_snapshot compat is used by strategy code on main path,retain,1,,6,7,False,,infrastructure,strategy_path,False,2,2,2,,
project_feature.master_prepare_index_accessor,rebuild_from_archive.project_compat,EmotionGateJQCompat.get_project_master_prepare_index,"rebuild_from_archive/engine\data_api.py:828:    def get_project_master_prepare_index(self, date):; rebuild_from_archive/engine\data_api.py:830:            return self.compat.get_project_master_prepare_index(date); rebuild_from_archive/project_compat.py:256:    def get_project_master_prepare_index(self, date):; rebuild_from_archive/project_compat.py:70:                engine.data_api.get_project_master_prepare_index(*a, **kw)",,,master_prepare_index,Expose the project's master_prepare_index cache to runtime callers through compat.,project_infrastructure,investigate,"Main path has no direct strategy consumer. If only definition and forwarding exist without strategy usage, it should enter unused cleanup candidate.",engine/data_api.py delegates get_project_master_prepare_index through compat; no direct strategy consumer is currently present on the main path.,True,True,False,False,False,emotion_gating_project,"Confirm if there are real runtime consumers. If only definition and forwarding without strategy usage, enter unused cleanup candidate.",Disable only if the project removes this cache or rewires the consumer path.,Delete after there are no project callers and no fast-path cache exposure for master_prepare_index.,Inventory scan should flag that current direct runtime call sites are limited.,investigation_pending,1,,4,4,False,,infrastructure,strategy_path,False,2,2,0,,
project_feature.auction_yiqian_prepare_accessor,rebuild_from_archive.project_compat,EmotionGateJQCompat.get_project_auction_yiqian_prepare,"rebuild_from_archive/engine\data_api.py:833:    def get_project_auction_yiqian_prepare(self, date):; rebuild_from_archive/engine\data_api.py:835:            return self.compat.get_project_auction_yiqian_prepare(date); rebuild_from_archive/project_compat.py:263:    def get_project_auction_yiqian_prepare(self, date):; rebuild_from_archive/project_compat.py:73:                engine.data_api.get_project_auction_yiqian_prepare(*a, **kw); 母版-20260506-Clone.py:1058:        cached = get_project_auction_yiqian_prepare(context.current_dt)",,,auction_yiqian_prepare; left_ok,Expose cached auction_yiqian_prepare rows to strategy code and patch left-pressure checks onto them.,project_infrastructure,retain_in_project,"This accessor is specific to the project's derived candidate-preparation feature set, not strategy alpha logic.","母版-20260506-Clone.py reads get_project_auction_yiqian_prepare(context.current_dt), and project_compat.get_project_auction_yiqian_prepare also runs project-specific left-pressure logic.",True,True,False,False,False,emotion_gating_project,Retain while auction_yiqian_prepare remains part of the project feature graph.,Disable only if the project removes this cache path or replaces it with a different project-owned feature service.,Delete after no runtime caller depends on auction_yiqian_prepare compat exposure.,Inventory scan: verifies auction_yiqian_prepare compat is consumed by strategy code,retain,1,,5,5,False,,infrastructure,strategy_path,False,2,2,1,,
project_feature.call_auction_day_loader,rebuild_from_archive.project_compat,EmotionGateJQCompat.load_project_call_auction_day,"rebuild_from_archive/engine\data_api.py:806:            out = self.compat.load_project_call_auction_day(self, day); rebuild_from_archive/project_compat.py:288:    def load_project_call_auction_day(self, api, day):",,,call_auction_by_date,Swap the generic call-auction year read for the project's by-date cache when available.,project_infrastructure,retain_in_project,"This is a project cache integration point for a derived feature layout, not strategy alpha logic.",engine/data_api.py calls compat.load_project_call_auction_day from _get_call_auction_day before falling back to raw 1d_feature/call_auction.,True,False,False,False,False,emotion_gating_project,Retain while the project prefers its by-date call-auction cache layout.,Disable only if runtime stops consulting the project call_auction_by_date cache.,Delete after the project no longer needs this alternate loader path.,Inventory scan: verifies call_auction_by_date cache loader is consumed via compat,retain,1,,2,4,False,,infrastructure,strategy_path,False,1,0,1,,
project_feature.strategy_namespace_bridge,rebuild_from_archive.project_compat,EmotionGateJQCompat.namespace_entries/apply_project_strategy_compat,"rebuild_from_archive/engine\core.py:222:            self.namespace.update(self.compat.namespace_entries(self)); rebuild_from_archive/project_compat.py:64:    def namespace_entries(self, engine):; 母版-20260506-Clone.py:266:    apply_project_strategy_compat(""after_fb_state"", context, g); 母版-20260506-Clone.py:271:    apply_project_strategy_compat(""after_v227_shock"", context, g)",,,strategy_state,"Inject project-owned compat entrypoints into the strategy namespace, including the strategy-state bridge.",project_infrastructure,retain_in_project,Namespace wiring is project infrastructure that allows strategy code to call project-owned compatibility services. The bridge itself is infrastructure; JQ history overrides called through it are archive_jq_only.,"Engine.__init__ merges compat.namespace_entries(self), and 母版-20260506-Clone.py calls apply_project_strategy_compat(...) at fixed stages.",True,True,False,False,False,emotion_gating_project,Retain until project-owned feature and state hooks are redesigned or removed.,Disable only after the strategy no longer expects these injected entrypoints.,Delete after project compat entrypoints are removed or replaced by a new project extension surface.,Inventory scan plus tests/test_compat_entrypoints.py state override checks,retain,1,,4,13,False,,infrastructure,strategy_path,False,1,0,3,,
engine.checkpoint_resume_hook,rebuild_from_archive.engine.core,Engine.set_resume_state/_apply_resume_state,"rebuild_from_archive/engine\core.py:133:        # EMOTION_GATE_COMPAT_HOOK:; rebuild_from_archive/engine\core.py:1573:        self._apply_resume_state(); rebuild_from_archive/engine\core.py:230:    def set_resume_state(self, state):; rebuild_from_archive/engine\core.py:231:        """"""EMOTION_GATE_COMPAT_HOOK: install an application checkpoint state.""""""; rebuild_from_archive/engine\core.py:234:    def _apply_resume_state(self):; rebuild_from_archive/engine\core.py:235:        """"""EMOTION_GATE_COMPAT_HOOK: restore portfolio and strategy globals.""""""",,,portfolio; g_data; order_id_counter,Restore project checkpoint state into the engine before the run loop starts.,project_infrastructure,retain_in_project,"This is a project warm-start/checkpoint integration hook, not a JQ historical fact bundle or strategy alpha logic. May be migrated to shared engine extension API in the future.",engine/core.py marks the resume hook with EMOTION_GATE_COMPAT_HOOK comments and tools/run_counterfactual_2024_000506_billboard_filter.py uses engine.set_resume_state(...).,True,True,True,False,True,emotion_gating_project,Retain until checkpoint responsibilities are redesigned outside the generic engine or explicitly migrated to a shared extension API.,Disable only after all checkpoint-based workflows are removed or replaced.,Delete after no workflow uses set_resume_state and checkpoint restore is moved elsewhere.,Inventory scan of EMOTION_GATE_COMPAT_HOOK sites and manual workflow reference in tools/run_counterfactual_2024_000506_billboard_filter.py,retain,1,,6,4,False,,infrastructure,strategy_path,False,2,0,4,,
legacy.public_data_api_shim,rebuild_from_archive.data_api,rebuild_from_archive.data_api.DataAPI,,,,public_import_path,Re-export the archived legacy DataAPI implementation from the old public import path.,unknown,investigate,"This is a compatibility entrypoint for legacy/manual callers, but its external dependency surface is not fully inventoried yet.",rebuild_from_archive/data_api.py dynamically loads rebuild_from_archive/legacy/data_api_legacy.py; legacy/README.md lists only the public shim as a known in-repo caller.,False,False,False,False,False,emotion_gating_project,Need an explicit caller audit across manual workflows before deleting the public shim.,Disable only after external/manual callers are confirmed gone or migrated to engine/data_api.py.,Delete after the public import path is unused and legacy workflows have been redirected.,Inventory scan should mark this as having no active main-path runtime call sites inside the repo.,investigation_pending,1,,0,13,True,,infrastructure,none,False,0,0,0,,
legacy.temporary_fallbacks_shim,rebuild_from_archive.engine.temporary_fallbacks,get_price_fallback/has_zero_fee_fallback,,,,fallback_import_path,Closed shim that intentionally returns no fallback so old imports do not introduce a second fact source.,unknown,investigate,"This module exists only to absorb deprecated imports from the old JQ parity path. It is a legacy cleanup item, not a strategy ablation variable.",rebuild_from_archive/engine/temporary_fallbacks.py documents itself as a non-operative shim and current repo scan shows no active runtime caller.,False,False,False,False,False,emotion_gating_project,Keep only until any remaining legacy imports are proven gone; do not add new callers.,Can be removed once import-path audit confirms there are no remaining users.,Delete after repo and external workflow scans prove the shim is unused.,Inventory scan should flag no active runtime call sites for temporary_fallbacks.,investigation_pending,1,,0,2,True,cleanup-only,none,none,False,0,0,0,,
