date,available_cash,frozen_cash,positions_value,total_value,positions
2025-09-11,3551.8700000014505,0.0,1483066.0,1486617.8700000015,"{'603328.XSHG': {'total_amount': 38000, 'avg_cost': 12.29, 'price': np.float64(12.08)}, '605268.XSHG': {'total_amount': 31200, 'avg_cost': 11.02, 'price': np.float64(11.06)}, '000892.XSHE': {'total_amount': 55800, 'avg_cost': 6.21, 'price': np.float64(6.1)}, '600689.XSHG': {'total_amount': 21900, 'avg_cost': 15.81, 'price': np.float64(15.46)}}"
2025-09-12,340385.42000000144,0.0,1132654.0,1473039.4200000013,"{'603328.XSHG': {'total_amount': 38000, 'avg_cost': 12.29, 'price': np.float64(12.17)}, '000892.XSHE': {'total_amount': 55800, 'avg_cost': 6.21, 'price': np.float64(6.1)}, '600689.XSHG': {'total_amount': 21900, 'avg_cost': 15.81, 'price': np.float64(15.06)}}"
2025-09-15,988897.2500000014,0.0,454860.0,1443757.2500000014,"{'603328.XSHG': {'total_amount': 38000, 'avg_cost': 12.29, 'price': np.float64(11.97)}}"
2025-09-16,988897.2500000014,0.0,459800.0,1448697.2500000014,"{'603328.XSHG': {'total_amount': 38000, 'avg_cost': 12.29, 'price': np.float64(12.1)}}"
2025-09-17,1442786.4300000016,0.0,0.0,1442786.4300000016,{}
2025-09-18,1442786.4300000016,0.0,0.0,1442786.4300000016,{}
2025-09-19,1442786.4300000016,0.0,0.0,1442786.4300000016,{}
2025-09-22,1442786.4300000016,0.0,0.0,1442786.4300000016,{}
2025-09-23,1442786.4300000016,0.0,0.0,1442786.4300000016,{}
2025-09-24,20488.870000001567,0.0,1513180.0,1533668.8700000015,"{'600416.XSHG': {'total_amount': 26300, 'avg_cost': 16.41, 'price': np.float64(15.86)}, '002298.XSHE': {'total_amount': 44300, 'avg_cost': 11.19, 'price': np.float64(12.54)}, '002475.XSHE': {'total_amount': 7700, 'avg_cost': 64.23, 'price': np.float64(70.2)}}"
2025-09-25,935856.7900000014,0.0,629735.0,1565591.7900000014,"{'002298.XSHE': {'total_amount': 44300, 'avg_cost': 11.19, 'price': np.float64(13.79)}, '600637.XSHG': {'total_amount': 1000, 'avg_cost': 10.07, 'price': np.float64(9.87)}, '000685.XSHE': {'total_amount': 800, 'avg_cost': 11.95, 'price': np.float64(11.21)}}"
2025-09-26,597901.1000000015,-8.731149137020111e-11,948122.0,1546023.1000000015,"{'600556.XSHG': {'total_amount': 83800, 'avg_cost': 5.92, 'price': np.float64(5.66)}, '603090.XSHG': {'total_amount': 2800, 'avg_cost': 56.01, 'price': np.float64(59.94)}, '002837.XSHE': {'total_amount': 1800, 'avg_cost': 86.05, 'price': np.float64(79.8)}, '002564.XSHE': {'total_amount': 17400, 'avg_cost': 9.15, 'price': np.float64(9.33)}}"
2025-09-29,753210.9400000015,-8.731149137020111e-11,786708.0,1539918.9400000016,"{'600556.XSHG': {'total_amount': 83800, 'avg_cost': 5.92, 'price': np.float64(5.73)}, '002837.XSHE': {'total_amount': 1800, 'avg_cost': 86.05, 'price': np.float64(83.78)}, '002564.XSHE': {'total_amount': 17400, 'avg_cost': 9.15, 'price': np.float64(8.95)}}"
2025-09-30,315972.2300000014,-1.1641532182693481e-10,1243636.0,1559608.2300000014,"{'600556.XSHG': {'total_amount': 83800, 'avg_cost': 5.92, 'price': np.float64(5.62)}, '002121.XSHE': {'total_amount': 82200, 'avg_cost': 9.02, 'price': np.float64(9.4)}}"
2025-10-09,1253202.6400000015,-1.1641532182693481e-10,317599.0,1570801.6400000015,"{'002846.XSHE': {'total_amount': 8100, 'avg_cost': 19.73, 'price': np.float64(19.99)}, '002733.XSHE': {'total_amount': 7000, 'avg_cost': 22.7, 'price': np.float64(22.24)}}"
2025-10-10,153457.17000000147,-2.3283064365386963e-10,1424952.0,1578409.1700000013,"{'002733.XSHE': {'total_amount': 7000, 'avg_cost': 22.7, 'price': np.float64(21.9)}, '000777.XSHE': {'total_amount': 22300, 'avg_cost': 21.09, 'price': np.float64(21.45)}, '605020.XSHG': {'total_amount': 25900, 'avg_cost': 30.21, 'price': np.float64(30.63)}}"
2025-10-13,1428244.1400000015,-2.3283064365386963e-10,152904.0,1581148.1400000015,"{'600172.XSHG': {'total_amount': 27700, 'avg_cost': 5.31, 'price': np.float64(5.52)}}"
2025-10-14,148468.59000000157,-1.1641532182693481e-10,1433925.0,1582393.5900000017,"{'002701.XSHE': {'total_amount': 50500, 'avg_cost': 6.38, 'price': np.float64(6.37)}, '002957.XSHE': {'total_amount': 17800, 'avg_cost': 20.8, 'price': np.float64(20.4)}, '603130.XSHG': {'total_amount': 8000, 'avg_cost': 46.01, 'price': np.float64(48.4)}, '601126.XSHG': {'total_amount': 16000, 'avg_cost': 23.93, 'price': np.float64(22.62)}}"
2025-10-15,1093250.1900000016,-1.1641532182693481e-10,521568.0,1614818.1900000016,"{'002957.XSHE': {'total_amount': 17800, 'avg_cost': 20.8, 'price': np.float64(20.65)}, '002885.XSHE': {'total_amount': 2200, 'avg_cost': 21.46, 'price': np.float64(23.87)}, '002298.XSHE': {'total_amount': 3600, 'avg_cost': 14.04, 'price': np.float64(13.77)}, '600234.XSHG': {'total_amount': 4200, 'avg_cost': 11.59, 'price': np.float64(12.36)}}"
2025-10-16,458401.79000000155,-1.1641532182693481e-10,1192757.0,1651158.7900000014,"{'002885.XSHE': {'total_amount': 2200, 'avg_cost': 21.46, 'price': np.float64(26.26)}, '603626.XSHG': {'total_amount': 40200, 'avg_cost': 13.29, 'price': np.float64(13.28)}, '002208.XSHE': {'total_amount': 50900, 'avg_cost': 10.9, 'price': np.float64(11.81)}}"
2025-10-17,567716.7700000015,-1.1641532182693481e-10,1088941.0,1656657.7700000014,"{'002208.XSHE': {'total_amount': 50900, 'avg_cost': 10.9, 'price': np.float64(12.99)}, '003033.XSHE': {'total_amount': 5800, 'avg_cost': 78.64, 'price': np.float64(73.75)}}"
2025-10-20,1050689.7200000016,-1.1641532182693481e-10,562768.0,1613457.7200000016,"{'002004.XSHE': {'total_amount': 99200, 'avg_cost': 5.1, 'price': np.float64(4.92)}, '600748.XSHG': {'total_amount': 11200, 'avg_cost': 6.01, 'price': np.float64(6.67)}}"
2025-10-21,-2283.0799999983865,-2.9103830456733704e-10,1667922.0,1665638.9200000016,"{'002004.XSHE': {'total_amount': 99200, 'avg_cost': 5.1, 'price': np.float64(4.91)}, '600748.XSHG': {'total_amount': 11200, 'avg_cost': 6.01, 'price': np.float64(7.34)}, '000905.XSHE': {'total_amount': 35300, 'avg_cost': 9.79, 'price': np.float64(10.04)}, '002490.XSHE': {'total_amount': 49700, 'avg_cost': 7.18, 'price': np.float64(7.74)}, '603028.XSHG': {'total_amount': 42400, 'avg_cost': 8.26, 'price': np.float64(8.48)}}"
2025-10-22,439813.45000000164,-2.9103830456733704e-10,1265410.0,1705223.4500000016,"{'002004.XSHE': {'total_amount': 99200, 'avg_cost': 5.1, 'price': np.float64(5.08)}, '000905.XSHE': {'total_amount': 35300, 'avg_cost': 9.79, 'price': np.float64(9.59)}, '002490.XSHE': {'total_amount': 49700, 'avg_cost': 7.18, 'price': np.float64(8.51)}}"
2025-10-23,362822.16000000166,-2.9103830456733704e-10,1389672.0,1752494.1600000018,"{'002004.XSHE': {'total_amount': 99200, 'avg_cost': 5.1, 'price': np.float64(4.98)}, '002490.XSHE': {'total_amount': 49700, 'avg_cost': 7.18, 'price': np.float64(9.36)}, '002115.XSHE': {'total_amount': 35400, 'avg_cost': 12.14, 'price': np.float64(12.16)}}"
2025-10-24,1356314.4000000018,-2.9103830456733704e-10,326424.0,1682738.4000000018,"{'600172.XSHG': {'total_amount': 46900, 'avg_cost': 7.54, 'price': np.float64(6.96)}}"
2025-10-27,335372.0900000017,-4.656612873077393e-10,1377984.0,1713356.0900000017,"{'001379.XSHE': {'total_amount': 29100, 'avg_cost': 22.7, 'price': np.float64(22.94)}, '601611.XSHG': {'total_amount': 51000, 'avg_cost': 13.23, 'price': np.float64(13.93)}}"
2025-10-28,1399469.3200000017,-4.656612873077393e-10,327266.0,1726735.3200000017,"{'600801.XSHG': {'total_amount': 5000, 'avg_cost': 22.45, 'price': np.float64(21.77)}, '600513.XSHG': {'total_amount': 5400, 'avg_cost': 20.41, 'price': np.float64(20.49)}, '002138.XSHE': {'total_amount': 2600, 'avg_cost': 41.83, 'price': np.float64(41.45)}}"
2025-10-29,99028.61000000173,-4.656612873077393e-10,1614796.0,1713824.6100000017,"{'600801.XSHG': {'total_amount': 5000, 'avg_cost': 22.45, 'price': np.float64(21.77)}, '002138.XSHE': {'total_amount': 2600, 'avg_cost': 41.83, 'price': np.float64(40.65)}, '601326.XSHG': {'total_amount': 131100, 'avg_cost': 4.02, 'price': np.float64(3.84)}, '001287.XSHE': {'total_amount': 32400, 'avg_cost': 27.34, 'price': np.float64(27.68)}}"
2025-10-30,1040426.1900000017,-4.656612873077393e-10,729971.0,1770397.1900000018,"{'600801.XSHG': {'total_amount': 5000, 'avg_cost': 22.45, 'price': np.float64(21.37)}, '601326.XSHG': {'total_amount': 131100, 'avg_cost': 4.02, 'price': np.float64(3.93)}, '603232.XSHG': {'total_amount': 4200, 'avg_cost': 22.74, 'price': np.float64(25.69)}}"
2025-10-31,708340.4300000018,-5.238689482212067e-10,1047333.0,1755673.4300000018,"{'002044.XSHE': {'total_amount': 93300, 'avg_cost': 5.54, 'price': np.float64(5.63)}, '002386.XSHE': {'total_amount': 89700, 'avg_cost': 5.81, 'price': np.float64(5.82)}}"
2025-11-03,1049176.1900000018,-4.94765117764473e-10,778057.0,1827233.1900000018,"{'600637.XSHG': {'total_amount': 54200, 'avg_cost': 10.01, 'price': np.float64(10.67)}, '002163.XSHE': {'total_amount': 13900, 'avg_cost': 12.86, 'price': np.float64(14.37)}}"
2025-11-04,754821.7600000019,-5.238689482212067e-10,1113800.0,1868621.7600000019,"{'601929.XSHG': {'total_amount': 128800, 'avg_cost': 4.21, 'price': np.float64(4.48)}, '002555.XSHE': {'total_amount': 22900, 'avg_cost': 23.41, 'price': np.float64(23.44)}}"
2025-11-05,1149722.700000002,-5.820766091346741e-10,752460.0,1902182.700000002,"{'600897.XSHG': {'total_amount': 21000, 'avg_cost': 17.54, 'price': np.float64(17.28)}, '002112.XSHE': {'total_amount': 8700, 'avg_cost': 14.48, 'price': np.float64(16.01)}, '000777.XSHE': {'total_amount': 5200, 'avg_cost': 24.09, 'price': np.float64(23.84)}, '000892.XSHE': {'total_amount': 15500, 'avg_cost': 8.07, 'price': np.float64(8.15)}}"
2025-11-06,750573.8100000019,-6.984919309616089e-10,1263236.0,2013809.810000002,"{'600506.XSHG': {'total_amount': 44200, 'avg_cost': 25.68, 'price': np.float64(28.58)}}"
2025-11-07,1356585.9400000018,-7.275957614183426e-10,721584.0,2078169.9400000018,"{'000620.XSHE': {'total_amount': 74000, 'avg_cost': 3.44, 'price': np.float64(3.16)}, '603306.XSHG': {'total_amount': 4700, 'avg_cost': 52.3, 'price': np.float64(52.1)}, '000686.XSHE': {'total_amount': 26200, 'avg_cost': 9.42, 'price': np.float64(9.27)}}"
2025-11-10,493683.8600000018,-6.984919309616089e-10,1603099.0,2096782.8600000017,"{'603306.XSHG': {'total_amount': 4700, 'avg_cost': 52.3, 'price': np.float64(51.85)}, '002544.XSHE': {'total_amount': 15100, 'avg_cost': 28.79, 'price': np.float64(27.42)}, '002513.XSHE': {'total_amount': 106700, 'avg_cost': 8.85, 'price': np.float64(8.86)}}"
2025-11-11,991004.3200000018,-6.984919309616089e-10,1192393.0,2183397.3200000017,"{'603306.XSHG': {'total_amount': 4700, 'avg_cost': 52.3, 'price': np.float64(51.74)}, '002544.XSHE': {'total_amount': 15100, 'avg_cost': 28.79, 'price': np.float64(27.69)}, '603978.XSHG': {'total_amount': 7000, 'avg_cost': 34.01, 'price': np.float64(36.88)}, '002326.XSHE': {'total_amount': 10900, 'avg_cost': 22.95, 'price': np.float64(25.04)}}"
2025-11-12,782236.2700000019,-6.984919309616089e-10,1426887.0,2209123.270000002,"{'002544.XSHE': {'total_amount': 15100, 'avg_cost': 28.79, 'price': np.float64(27.37)}, '002213.XSHE': {'total_amount': 35000, 'avg_cost': 27.96, 'price': np.float64(28.96)}}"
2025-11-13,1056878.6600000018,-6.984919309616089e-10,1219878.0,2276756.660000002,"{'002544.XSHE': {'total_amount': 15100, 'avg_cost': 28.79, 'price': np.float64(27.39)}, '002728.XSHE': {'total_amount': 58300, 'avg_cost': 13.32, 'price': np.float64(13.83)}}"
2025-11-14,852815.8000000018,-8.149072527885437e-10,1508818.0,2361633.8000000017,"{'002544.XSHE': {'total_amount': 15100, 'avg_cost': 28.79, 'price': np.float64(27.42)}, '000688.XSHE': {'total_amount': 21600, 'avg_cost': 25.0, 'price': np.float64(25.22)}, '600063.XSHG': {'total_amount': 78800, 'avg_cost': 6.72, 'price': np.float64(6.98)}}"
2025-11-17,559039.0400000018,-8.149072527885437e-10,1891705.0,2450744.040000002,"{'002544.XSHE': {'total_amount': 15100, 'avg_cost': 28.79, 'price': np.float64(27.59)}, '000688.XSHE': {'total_amount': 21600, 'avg_cost': 25.0, 'price': np.float64(27.74)}, '002228.XSHE': {'total_amount': 212600, 'avg_cost': 3.92, 'price': np.float64(4.12)}}"
2025-11-18,597782.6900000017,-9.022187441587448e-10,1775871.0,2373653.690000002,"{'002544.XSHE': {'total_amount': 15100, 'avg_cost': 28.79, 'price': np.float64(27.8)}, '002228.XSHE': {'total_amount': 212600, 'avg_cost': 3.92, 'price': np.float64(3.82)}, '000955.XSHE': {'total_amount': 24300, 'avg_cost': 7.54, 'price': np.float64(8.42)}, '603817.XSHG': {'total_amount': 20900, 'avg_cost': 8.72, 'price': np.float64(8.03)}, '600078.XSHG': {'total_amount': 13900, 'avg_cost': 13.4, 'price': np.float64(12.34)}}"
2025-11-19,2330742.900000002,-9.022187441587448e-10,0.0,2330742.900000002,{}
2025-11-20,69186.640000002,-9.313225746154785e-10,2230140.0,2299326.640000002,"{'001266.XSHE': {'total_amount': 65400, 'avg_cost': 34.57, 'price': np.float64(34.1)}}"
2025-11-21,2214917.370000002,-9.313225746154785e-10,32870.0,2247787.370000002,"{'601208.XSHG': {'total_amount': 1900, 'avg_cost': 17.8, 'price': np.float64(17.3)}}"
2025-11-24,2247497.960000002,-9.313225746154785e-10,0.0,2247497.960000002,{}
2025-11-25,338433.4100000018,-9.313225746154785e-10,1870410.0,2208843.410000002,"{'003009.XSHE': {'total_amount': 15200, 'avg_cost': 55.2, 'price': np.float64(55.45)}, '600629.XSHG': {'total_amount': 48700, 'avg_cost': 21.96, 'price': np.float64(21.1)}}"
2025-11-26,2202033.580000002,-9.313225746154785e-10,0.0,2202033.580000002,{}
2025-11-27,1375285.6300000018,-9.313225746154785e-10,796746.0,2172031.6300000018,"{'002681.XSHE': {'total_amount': 110200, 'avg_cost': 7.5, 'price': np.float64(7.23)}}"
2025-11-28,2170995.8600000017,-9.313225746154785e-10,0.0,2170995.8600000017,{}
2025-12-01,184264.02000000165,-1.0477378964424133e-09,2020511.0,2204775.020000002,"{'002544.XSHE': {'total_amount': 43500, 'avg_cost': 29.0, 'price': np.float64(29.35)}, '600151.XSHG': {'total_amount': 76600, 'avg_cost': 9.46, 'price': np.float64(9.71)}}"
2025-12-02,2227687.120000002,-1.0477378964424133e-09,0.0,2227687.120000002,{}
2025-12-03,2227687.120000002,-1.0477378964424133e-09,0.0,2227687.120000002,{}
2025-12-04,1561963.460000002,-1.0477378964424133e-09,651915.0,2213878.460000002,"{'600783.XSHG': {'total_amount': 43900, 'avg_cost': 15.16, 'price': np.float64(14.85)}}"
2025-12-05,2232760.290000002,-1.0477378964424133e-09,0.0,2232760.290000002,{}
2025-12-08,1572637.310000002,-1.0477378964424133e-09,672525.0,2245162.310000002,"{'002194.XSHE': {'total_amount': 52500, 'avg_cost': 12.57, 'price': np.float64(12.81)}}"
2025-12-09,909653.030000002,-9.313225746154785e-10,1342040.0,2251693.030000002,"{'001309.XSHE': {'total_amount': 2600, 'avg_cost': 223.0, 'price': np.float64(222.7)}, '002163.XSHE': {'total_amount': 48600, 'avg_cost': 15.34, 'price': np.float64(15.7)}}"
2025-12-10,1586254.650000002,-9.313225746154785e-10,652773.0,2239027.6500000022,"{'601566.XSHG': {'total_amount': 45300, 'avg_cost': 15.4, 'price': np.float64(14.41)}}"
2025-12-11,2190675.8800000018,-9.313225746154785e-10,0.0,2190675.8800000018,{}
2025-12-12,2190675.8800000018,-9.313225746154785e-10,0.0,2190675.8800000018,{}
2025-12-15,2190675.8800000018,-9.313225746154785e-10,0.0,2190675.8800000018,{}
2025-12-16,1498244.2100000016,-9.313225746154785e-10,665184.0,2163428.210000002,"{'000825.XSHE': {'total_amount': 135200, 'avg_cost': 5.12, 'price': np.float64(4.92)}}"
2025-12-17,1498244.2100000016,-9.313225746154785e-10,648960.0,2147204.210000002,"{'000825.XSHE': {'total_amount': 135200, 'avg_cost': 5.12, 'price': np.float64(4.8)}}"
2025-12-18,1498244.2100000016,-9.313225746154785e-10,653016.0,2151260.210000002,"{'000825.XSHE': {'total_amount': 135200, 'avg_cost': 5.12, 'price': np.float64(4.83)}}"
2025-12-19,1498244.2100000016,-9.313225746154785e-10,671944.0,2170188.210000002,"{'000825.XSHE': {'total_amount': 135200, 'avg_cost': 5.12, 'price': np.float64(4.97)}}"
2025-12-22,2204420.9800000014,-9.313225746154785e-10,0.0,2204420.9800000014,{}
2025-12-23,171838.40000000142,-8.149072527885437e-10,2063418.0,2235256.4000000013,"{'000796.XSHE': {'total_amount': 93500, 'avg_cost': 7.45, 'price': np.float64(7.13)}, '000505.XSHE': {'total_amount': 70700, 'avg_cost': 8.45, 'price': np.float64(8.51)}, '000551.XSHE': {'total_amount': 57700, 'avg_cost': 12.79, 'price': np.float64(13.78)}}"
2025-12-24,1489107.7200000016,-8.149072527885437e-10,874732.0,2363839.7200000016,"{'000551.XSHE': {'total_amount': 57700, 'avg_cost': 12.79, 'price': np.float64(15.16)}}"
2025-12-25,2449140.0600000015,-8.149072527885437e-10,0.0,2449140.0600000015,{}
2025-12-26,221600.01000000152,-4.656612873077393e-10,2201464.0,2423064.0100000016,"{'000559.XSHE': {'total_amount': 102400, 'avg_cost': 13.51, 'price': np.float64(13.63)}, '002196.XSHE': {'total_amount': 58900, 'avg_cost': 14.32, 'price': np.float64(13.68)}}"
2025-12-29,2516621.6000000015,-4.656612873077393e-10,0.0,2516621.6000000015,{}
2025-12-30,348355.3200000016,-4.656612873077393e-10,2168436.0,2516791.3200000017,"{'000048.XSHE': {'total_amount': 58000, 'avg_cost': 16.56, 'price': np.float64(17.23)}, '000420.XSHE': {'total_amount': 253600, 'avg_cost': 4.76, 'price': np.float64(4.61)}}"
2025-12-31,2513109.4700000016,-4.656612873077393e-10,0.0,2513109.4700000016,{}
